,Recipe Name,Duration,Difficulty,Calories /pers,Related,Description,Ingredients,Preparation,Dietetique,Astuces,Image url
132,Aubergines aux pois chiches à la marocaine,1 h 50 min,Facile, ,Recettes marocaines,,Pois chiches (250 g) - Aubergine(s) (800 g) - Oignon(s) (1 rondelles) - Cumin en poudre (2 c. à café) - Tomate(s) pelée(s) (1 boîte(s)) - Haricots rosés (250 g) - Harissa (2 c. à soupe) - Coriandre (1 bouquet(s)) - Huile d'olive (12 cl) - Sel poivre ( ),"Egouttez les pois chiches. Faites-les cuire environ 1 heure dans beaucoup d'eau. Vérifiez qu'ils sont cuits. Faites cuire les aubergines comme dans la recette précédente.  
- Dans une grande sauteuse ou un wok, faites revenir l'oignon dans le reste de l'huile, jusqu'à ce qu'il soit tendre. Poudrez de cumin, remuez encore 1 min. 
- Ajoutez les tomates, puis les haricots, amenez à ébullition, puis laissez mijoter environ 15 min à couvert.  
- Si les haricots sont presque tendres (cela dépend du type de haricots et de leur fraîcheur), ajoutez les pois chiches et faites cuire doucement encore 15 min. Quand les haricots sont bien cuits, mettez les aubergines. Réchauffez le tout. Mettez un peu de harissa.  
- Mélangez, goûtez. Recommencez si ce n'est pas assez fort. Saupoudrez de coriandre ciselée. Servez avec du couscous.", ,"Pour cette recette de Aubergines aux pois chiches à la marocaine, vous pouvez compter 80 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de legumes, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/default/default.jpg
133,"Tajine à l'agneau, citron et olives façon marocaine",30 min,Facile, ,Recettes marocaines,,"Agneau (1,8 kg) - Citron(s) (1 ) - Olives (200 g) - Oignon(s) (4 ) - Cardon (2 kg) - Tomate(s) (6 ) - Ail (3 gousse(s)) - Coriandre (1 bouquet(s)) - Huile d'olive ( ) - Safran ( ) - Sel poivre ( )","Sur votre  planche de cuisine, détaillez l’agneau en menus morceaux. 
- Épluchez et hachez finement les oignons et l’ail. 
- Lavez soigneusement les tomates à l’eau claire, puis retirez les pédoncules. 
- Épluchez, épépinez et réservez-les. 
- Dans une cocotte enduite de 4 c. à soupe d’huile au feu, faites fondre les oignons. 
- Incorporez les morceaux d’agneau et laissez dorer sur toutes les faces. 
- Ajoutez les tomates et l’ail. 
- Assaisonnez en sel et poivre selon votre convenance. 
- Laissez mijoter sur feu moyen 5 min environ. 
- Entre-temps, ciselez la coriandre lacée. 
- Joignez-la à la préparation et laissez mitonner le tout pendant 1h à couvert sur feu doux. 
- Dans une casserole d’eau bouillante salée, faites cuire les cardons pendant 15 min. 
- Ajoutez-les à la sauce dans la cocotte. 
- Entre-temps, dénoyautez les olives. 
- Rincez le citron, coupez en deux, et pressez pour récupérer le jus dans un bol. 
- Dans une sauteuse au feu, faites chauffer de l’eau. 
- Dans un bol d’eau chaude, ébouillante les olives, pour les dessaler. 
- Au bout d'1h de cuisson, aspergez la préparation d’un verre de d'eau bouillante pour rallonger la sauce. 
- Ajoutez les olives à la cocotte et joignez 2 doses de safran. 
- Poursuivez la cuisson 15 min de plus sur feu doux. 
- Mouillez enfin de d’un filet de jus de citron. 
- Servez bien chaud.", ,"Pour cette recette de Tajine à l'agneau, citron et olives façon marocaine, vous pouvez compter 30 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de plats Mijotes, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/2017/06/22/i129641-tajine-a-l-agneau-citron-et-olives-facon-marocaine.jpeg
134,Seffa à la noix de coco,1 h 15 min,Facile, ,Ramadan - Recettes marocaines - Traditionnel - Amande - Cannelle - Datte - Miel - Noix - Noix de coco - Orange - Semoule,"Le Seffa est un plat traditionnel marocain, généralement préparé pour fêter la fin du jeûne du Ramadan. Il s’agit d’un plat à base de semoule de blé, parfumé avec de la noix de coco et agrémenté d’épices, de miel et de fruits secs. Dans cette recette, nous vous proposons de découvrir une version délicieusement sucrée de Seffa à la noix de coco, parfaite pour régaler les petits et les grands gourmands.",Semoule (1 kg) - Noix de coco râpée(s) (150 g) - Beurre mou (250 g) - Sucre glace (100 g) - Huile (4 c. à soupe) - Zeste d'orange(s) (1 ) - Miel (1 verre(s)) - Cannelle (1 c. à soupe) - Amande effilée grillée (1 verre(s)) - Dattes dénoyautée(s) (1 verre(s)) - Noix de cajou (1 verre(s)) - Noix (1 verre(s)) - Cacahuète(s) (1 verre(s)) - Sel (3 pincée(s)),"Versez la semoule et la noix de coco dans un grand saladier. Mélangez et ajoutez l’huile, une pincée de sel, puis ½ verre d’eau. Continuez à travailler la semoule pour que les grains ne collent pas. 
- Faites cuire la semoule à la vapeur pendant 20 minutes. Versez ensuite la semoule dans le saladier et travaillez les grains avec 2 verres d’eau froide. Lorsque l’eau est absorbée, remettez la semoule à cuire à la vapeur pendant 20 minutes. Travaillez à nouveau les grains avec ½ verre d’eau et faites cuire une troisième fois, 20 minutes à la vapeur. 
- Lorsque les grains sont bien gonflés, mélangez avec le beurre et le sucre. Il ne vous reste ensuite qu’à disposer votre semoule dans un plat, de manière à former une pyramide. Décorez enfin avec les fruits secs, le reste de la cannelle, le miel et les zestes d’orange.", ,"L’idéal est de faire cuire votre semoule dans un couscoussier. Mais si vous n’en possédez pas, un cuit-vapeur fera très bien l’affaire. Déposez, au préalable, une feuille de papier sulfurisé percée de petits trous, dans le panier de votre appareil. Elle évitera aux grains de tomber dans l’eau bouillante.",https://img.cuisineaz.com/660x660/2023/03/14/i191514-un-plat-de-seffa-a-la-noix-de-coco.jpg
135,Soupe marocaine de lentilles rouges pauvre en sel,35 min,Facile, ,Recettes marocaines - Pas Cher - Entrée pas chère,,"Lentille(s) (190 g) - Huile de colza (15 ml) - Oignon(s) (200 g) - Ail (2 gousse(s)) - Gingembre frais (14 g) - Curcuma (2 g) - Cumin en poudre (2 g) - Ras el-hanout (2 g) - Bouillon de poulet (1 l) - Citron(s) pressé(s) (0,5 ) - Sel ( ) - Poivre ( )","Bien rincer les lentilles à l'eau froide et les égoutter. 
- Chauffer l'huile dans une casserole à feu moyen. Y faire 
-  revenir l'oignon et l'ail finement hachés, en remuant régulièrement, 4-5 min jusqu'à ce que translucide. Ajouter le gingembre râpé et les épices. Cuire 1 min en brassant. Ajouter les lentilles et le 
-  bouillon. Saler et poivrer.  
-  Porter à ébullition, réduire le feu et laisser 
-  mijoter à découvert 15-20 min, jusqu'à ce que les lentilles soient défaites. Ajouter le jus de citron et vérifier l'assaisonnement. 
- Réduire la soupe en purée au mélangeur e servir dans des bols.", ,"Pour cette recette de Soupe marocaine de lentilles rouges pauvre en sel, vous pouvez compter 10 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de soupes, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/default/default.jpg
136,Tajine de nèfles farcies aux amandes,1 h 5 min,Facile, ,Ramadan - Facile - Saison - Recettes marocaines - Traditionnel - Agneau (mouton) - Amande - Beurre - Cannelle - Curcuma - Repas,"Le tajine de nèfles farcies aux amandes est un plat sucré-salé qui allie parfaitement les saveurs et les textures. Les nèfles, fruit de saison, sont évidées et garnies d’un mélange d’amandes et d’épices avant d’être mijotées dans une sauce aromatique. Ce plat traditionnel marocain est facile à préparer et idéal pour les repas en famille lors du Ramadan.",Viande d'agneau (500 g) - Nèfle(s) (1 kg) - Poudre d'amandes (250 g) - Sucre (3 c. à soupe) - Beurre (2 c. à soupe) - Curcuma en poudre (1 c. à café) - Cannelle (1 pincée(s)) - Blanc(s) d’œuf(s) (1 ) - Eau de fleur d'oranger (2 c. à soupe),"Dans une cocotte, déposer le beurre, le curcuma et le bâton de cannelle. Placez les morceaux de viande au centre et mouillez à hauteur avec de l’eau. Laissez cuire environ 40 minutes à feu moyen avant de réserver au chaud. 
- Pendant ce temps, épluchez les nèfles et videz l’intérieur à l’aide d’un vide-pomme en passant par le pédoncule. 
- Dans un saladier, mélangez les ingrédients de la farce : la poudre d’amandes, la cannelle, le blanc d’œuf, 1 cuillère à soupe de sucre et l’eau de fleur d’oranger. Lorsque cela forme une pâte compacte, vous pouvez en farcir les nèfles. 
- Lorsque la viande est cuite, sortez-la de la cocotte et versez le reste du sucre dans le jus avant de déposer délicatement vos nèfles pour 10 minutes de cuisson. Il ne vous reste plus qu’à dresser votre tajine de nèfles farcies aux amandes, en posant les morceaux d’agneau au centre d’un plat et les nèfles autour.", ,"Si vous voulez apporter un peu de sucrosité à votre viande, vous pouvez la replonger quelques minutes dans le jus de cuisson des nèfles, à feu moyen. La chair va alors s’imbiber de jus sucré et s’attendrir un peu plus.",https://img.cuisineaz.com/660x660/2023/03/13/i191513-tajine-de-nefles-farcies-aux-amandes.jpg
137,Confit de boeuf à la marocaine,1 h 25 min,"€




2,75 €/pers", ,Recettes marocaines - Pas Cher - Plat pas cher,,Ail (2 ) - Laurier (3 feuilles) - Huile d'arachide (1 verre(s)) - Paleron de boeuf (1 kg),"Pour cette recette il faut d'abord faire sécher la viande.  
- Pour cela, déposez les dés de viande dans un autocuiseur à sec et à feu vif jusqu'à ce qu'elle exprime tout son jus.  
- Ajoutez les 2 gousses d'ail avec leur peau mais écrasées d'un coup de pilon,  les feuilles de laurier.  
- Remuez de temps en temps. 
- Quand la viande a rendu un fond de jus, ajoutez l'huile. 
- Fermez l'autocuiseur et comptez 30 min de cuisson à partir de la rotation de la soupape. A l'ouverture la viande doit être tendre et légèrement rôtie,  sinon prolongez la cuisson. 
- Videz tout le contenu de l'autocuiseur dans  un récipient qui n'attache pas et laissez mijoter 30 min jusqu'à réduction complète du jus. 
- Passez ensuite sous le grilloir du four pour dorer. 
- Servez cette viande avec des légumes, ratatouille par exemple,   ou avec des oeufs cassés dessus, salés, poivrés et parfumés d'une pincée de cumin.", ,"Pour cette recette de Confit de boeuf à la marocaine, vous pouvez compter 25 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de canard, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/2017/06/22/i130271-confit-de-boeuf-a-la-marocaine.jpeg
138,Lahrira marocaine,1 h 30 min,Facile, ,Recettes marocaines - Pas Cher - Plat pas cher,,"Viande de boeuf (250 g) - Pois chiches (120 g) - Lentilles vertes (120 g) - Vermicelle(s) (1 poignée(s)) - Coriandre (1 bouquet(s)) - Concentré de tomates (1 boîte(s)) - Tomate(s) fraîche(s) (1 kg) - Oignon(s) haché(s) (1 ) - Farine (120 g) - Gingembre (1 c. à café) - Cannelle en poudre (0,5 c. à café) - Colorant ( Un peu) - Beurre (1 c. à soupe) - Sel ( ) - Poivre (1 c. à café)","Dans une cocotte, mettez les morceaux de viande, les pois chiches et les lentilles trempés la veille, l'oignon haché, les tomates fraîches mixées, le persil et la coriandre hachés finement, les épices, salez et poivrez, ajoutez le gingembre, la cannelle et le beurre rance si c'est nécessaire. 
- Laissez mijoter et ajoutez 2 l d'eau, fermez la cocotte et laissez cuire pendant 15 min.  
- Ouvrez la cocotte et ajoutez la farine mélangée avec de l'eau froide, veillez à ce qu'il n'y ait pas de grumeaux puis ajoutez le concentré de tomates délayé dans un peu d'eau, laissez bouillir toujours en remuant constamment avec une cuillére en bois ou une spatule pour ne pas laisser de grumeaux se former et pour que la farine ne colle pas au fond de la cocotte et risque de se brûler et la harira ne sera pas bonne. 
- Remuez constamment la farine jusqu'à la fin de la cuisson, ajoutez la vermicelle fine toujours en remuant aprés 45 min de cuisson, au bout d'1 heure de cuisson, une bonne harira a une couleur rougeâtre, retirez du feu et servez chaud. ", ,"Pour cette recette de Lahrira marocaine, vous pouvez compter 30 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de viande Rouge, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/default/default.jpg
139,Harira (soupe marocaine),45 min,Facile, ,Recettes marocaines,,Curcuma (1 c. à café) - Gingembre (1 c. à café) - Cannelle (1 c. à café) - Cumin (1 c. à café) - Safran ( ) - Oignon(s) (1 ) - Lentille(s) (100 g) - Polpa rustica Mutti (1 boîte(s)) - Blé (1 c. à soupe) - Eau (1 l) - Persil (3 ) - Coriandre (3 branche(s)) - Céleri (1 branche(s)) - Pois chiches (1 boîte(s)) - Petite(s) (100 g) - Citron(s) (1 ) - Sel poivre ( ),"Dans une cocotte, faites chauffer les épices 2 min dans l’huile d’olive. Ajoutez l’oignon émincé, les lentilles, la polpa, le concentré et l’eau. 
- Ajoutez les herbes ciselées, salez, poivrez. Couvrez et laissez cuire à feu doux pendant 20 min. 
- Ajoutez les pois chiches, les pâtes et poursuivez la cuisson pendant 10 min. 
- Servez avec des quartiers de citron.", ,"On peut remplacer les pois chiches en boite par des secs. Dans ce cas, laissez-les tremper pendant une nuit et incorporez-les en même temps que les lentilles.",https://img.cuisineaz.com/660x660/2014/03/12/i7629-harira-soupe-marocaine.jpg
140,"La mrozilla, confiture marocaine ",3 h 30 min,"€




0,94 €/pers", ,Recettes marocaines - Pas Cher - Plat pas cher,,Cerneaux de noix (200 ) - Jus de citron (1 filet) - Cannelle (1 c. à café) - Noix de muscade (1 noix) - Raisin(s) (500 g) - Datte(s) ( ) - Sucre en poudre (1 verre(s)) - Eau (1 ) - Girofle en poudre (0 c. à café) - Gingembre (0 c. à café),"Épépinez les raisins secs de Malaga en les faisant sauter avec une grosse aiguille à coudre. 
- Dans une cocotte en fonte, mélangez le sucre, l'eau et le citron, ajoutez les dattes dénoyautées, miellées et coupées en petits morceaux. 
- Portez à ébullition, ajoutez les raisins et toutes les épices. Laissez cuire sur feu très doux. 
- Passez les cerneaux de noix au four 3 min seulement pour les rendre croustillants mais sans les laisser prendre couleur. 
- Surveillez la cuisson des raisins, en mélangeant de temps en temps. Le mélange doit devenir brun dans un sirop pas trop épais.   
- Quand les raisins sont bien ramollis incorporez les cerneaux de noix en tournant à la spatule. Laissez refroidir, on doit pouvoir détacher facilement les raisins ou les noix.  
- Si la préparation est trop collante réchauffez en ajoutant un peu d'eau pour diluer le sirop.  
- Versez dans une jatte ou un bocal à confiture.  
- Cette préparation se consomme chaude ou froide. 
- Les restes peuvent être cuits en tartelettes sur des petits disques de pâte sablée.", ,"Pour cette recette de La mrozilla, confiture marocaine , vous pouvez compter 15 minutes de préparation. Pour en savoir plus sur les aliments de cette recette de plats, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/2017/06/22/i130297-la-mrozilla-confiture-marocaine.jpeg
141,Tomates confites à la marocaine,1 h,"€




0,90 €/pers", ,Recettes marocaines - Pas Cher - Entrée pas chère,,Tomate(s) (6 ) - Oignon(s) rouge(s)  ( ) - Ail (2 ) - Persil plat ( ) - Coriandre ( ) - Cumin ( ) - Sucre semoule (2 c. à soupe) - Sel poivre ( ) - Piment fort(s) ( ) - Paprika ( ) - Huile d'olive ( ),"Peler et découper les tomates en petits dés et réserver dans un plat.  
- Faire de même avec l'oignon.  
- Hacher finement les gousses d'ail.  
- Dans un wok ou une poêle profonde avec de l'huile d'olive, mettre l'oignon et l'ail.  
- Faire suer à petit feu pendant 5 min. Saler et poivrer.  
- Ajouter les tomates, le cumin, le paprika et le piment.  
- Laisser cuire et confire à petit feu. Ajouter le persil et la coriandre après les avoir ciselés.  
- Laisser cuire 20 min et ajouter 2 cuillères à soupe de sucre semoule.  
- Laisser mijoter 5 min puis retirer du feu.  
- Servir tiède avec des viandes grillées ou des beignets de courgettes ou encore des poivrons/aubergines frits.", ,"Pour cette recette de Tomates confites à la marocaine, vous pouvez compter 30 minutes de préparation. Pour en savoir plus sur les aliments de cette recette d'entrees Chaudes, rendez-vous ici sur notre guide des aliments.",https://img.cuisineaz.com/660x660/2017/06/22/i130116-tomates-confites-a-la-marocaine.jpeg
