,name,ingredients,instructions,preparation_time_minutes,cooking_time_minutes,image_url,source
81,Honeyed Citrus Zmita Cheesecake,2 1/2 cups (350g) zmita - 3 Tbsp honey - 6 Tbsp (85g) melted butter - 1 1/4 cups (300g) cream cheese - 1/2 cup (60g) sour cream or fromage frais - 1 1/2 cup (325mL) heavy cream - 1/2 cup (100g) sugar - juice of 1/2 lemon - 1 tsp vanilla - 1/2 cup (100g) sugar - 1/2 cup water - 1/2 organic lemon - 1/2 organic orange,"Prepare a quiche pan or springform pan and line with parchment paper. If you're concerned about sticking you can also butter the parchment. In a bowl, mix together the zmita, honey and butter. It should stick together when you squish it between your hands. If it doesn't, you can add more honey by the teaspoon until it holds together. Press the mixture into the pan and spread out until even. Distribute the crust evenly so that it will all firm. Cover with plastic wrap and place the crust in the refrigerator until the filling is ready. In a large mixing bowl, add the heavy cream. Use a hand mixer or stand mixer) to whip the cream until it firms and forms stiff peaks. This should take 4-5 minutes. In a smaller bowl mix together the sugar, cream cheese, and sour cream, lemon juice, and vanilla extract. Gently fold the cream into the cream cheese mixture being careful not to overmix. Remove the shell from the refrigerator and fill with the cheese mixture. Recover with plastic wrap and refrigerate at least 3-4 hours. It can stay overnight for an even firmer cake. This should be made right before serving the cheesecake. In a pot add equal amounts of water and sugar. Bring water to a low simmer until all of the sugar has dissolved. While the water is boiling wash citrus and slice as thinly as possible. Slide into the liquid. Cook for 15-20 minutes until the rinds are soft. Layer the citrus on the cake. You can reduce the liquid further or drizzle as it is to the top of the cake. If you prefer less refined sugar, drizzle the cake with honey instead. Garnish with mint leaves.  ",30,90,https://marocmama.com/wp-content/uploads/2021/05/Slice-of-Cheesecake-480x480.jpg,https://marocmama.com/moroccan-zmita-cheesecake-recipe/
82,Glazed Quince Tea Cakes,8 Tbsp softened butter - 1 cup white sugar - 2 eggs - 1 1/2 cups flour - 1/2 tsp salt - 1 tsp baking powder - 5 Tbsp milk - 1 cup sifted icing sugar - 1 Tbsp melted butter - 1/4 cup quince jam,"Preheat oven to 375F. Warm butter to room temperature and cream together with the sugar. Beat in the eggs and blend until combined. Slowly add the flour, alternating with the milk. Use a muffin tin and tin liners. Fill 3/4 of the way full with the batter (it will be thicker than a muffin batter). Bake about 18-20 minutes until the tops are lightly brown. If your jam has chunks of quince it you can choose to leave them or blend with an immersion blender first. Melt butter in a pot and add the jam. Mix adding a bit of water if needed to thin out. Slowly add the powdered sugar, mixing as you go. You should end up with a glaze that can be poured on top of the cakes.",10,20,https://marocmama.com/wp-content/uploads/2020/11/Small-Quince-Glazed-Tea-Cakes-480x480.jpg,https://marocmama.com/quince-glazed-tea-cake-recipe/
83,No Bake Mini Lemon Cheesecakes,"8 ounces cream cheese, softened - ½ cup powdered sugar - 1 tablespoon lemon juice, fresh squeezed, - 1 tablespoon lemon zest - ½ teaspoon vanilla extract - ¼ cup heavy whipping cream - 45 phyllo cups - 1 large lemon - ¾ cup granulated sugar, divided - ½ cup water","Place the cream cheese in the body of a stand mixer with the whip attachment or in a large bowl with a hand mixer and whip the cream cheese on medium speed until smooth. Add in the powdered sugar, and on low speed mix it in. Add in the lemon juice, lemon zest, vanilla, and whipping cream. Starting on low speed, mix in the ingredients, once mixed in, turn the speed on to medium-high and whip until smooth, fluffy and thickened, about 3 minutes Fill the phyllo cups with the filling using a piping bag, top with candied lemon peels and mint sprigs for garnish.  Candied Lemon Peels Cut the peel off the lemon, take off as much of the pith as possible. Slice as thinly as possible, set aside. Place ¼ cup of the sugar in a small bowl, set aside In a small saucepan over medium heat, warm ½ cup of the sugar and the water, stirring occasionally until the sugar is melted. Take off the heat and add the lemon peels. Make sure the peels are coated. Drain the peels thoroughly and place on a plate to dry slightly for one hour. Put the peels into the bowl with the sugar and coat well. Take the peels out of the sugar and place on a separate plate, not touching. Let sit out until completely dried, about 6 hours or up to overnight.",10,20,https://marocmama.com/wp-content/uploads/2020/08/Single-no-bake-lemon-cheesecake-480x480.jpg,https://marocmama.com/mini-lemon-cheesecakes/
84,Sahara Cactus Cupcakes,"One dozen of your favorite vanilla cupcakes - 2.5 sticks butter, softened - 5 cups confectioners’ sugar - 5 tbsp milk - 1 tbsp cocoa powder - Gel food coloring in Moss Green - Gel food coloring in Red - White decorating icing or white sprinkles - ½ cup rainbow sprinkles, poured in a small bowl","Before decorating, be sure your cupcakes are completely cool. This will keep the buttercream frosting from melting. Using an electric mixer, start beating butter,confectioners’ sugar and milk on slow speed. Gradually increase to high. Your buttercream is ready once the ingredients are completely smooth and form semi-stiff peaks. Scoop 1/3 of your buttercream in one bowl and set aside. Add cocoa powder to your remaining buttercream and mix somemore. Add the moss green gel food coloring and mix until completely tinted. Using an offset spatula, frost each cupcake with your white frosting. Dip each cupcake in the bowl of sprinkles so that the top is covered completely. Using a piping bag and Wilton tip #199, pipe out your green frosting onto each cupcake. These will act like the cacti’s “bodies.” You’ll want to squeeze out more frosting (so with a heavier hand) at the beginning and then loosen your grip once you reach the top. You can add 1-4 cacti/succulents on each cupcake. Color the remainder of your white buttercream with 2 small drops of red gel food coloring. With Wilton tip #18, pipe out a small flower at the top of each cactus. Using tip #3, pipe out small dots all over your cactus with your white decorating icing or, if you’re using white sprinkles, insert intorandom spots in your cacti. Enjoy!",10,20,https://marocmama.com/wp-content/uploads/2020/08/Close-up-of-Cactus-Cupcakes-480x480.jpg,https://marocmama.com/cactus-theme-cupcakes/
85,Edible Succulent Cupcake Toppers,1/2 cup sugar - 1/2 cup flour - 1/3 cup cocoa powder - 1/2 tsp baking powder - 1/4 tsp baking soda - 1 egg - 3 Tbsp half and half - 2 Tbsp vegetable oil - 1/2 tsp vanilla extract - 1/4 cup hot coffee - 1 cup granulated sugar - 1/4 cup cocoa powder - 1/4 cup unsalted butter - 1/4 cup half and half - 1 tsp vanilla extract - 1/2 cup light green candy melts - 1 cup dark green candy melts - 1/4 cup dark blue candy melts - 1/4 cup chocolate shavings - 1/4 cup cactus sprinkles,"Preheat your oven to 350-degrees and line a cupcake tin with 6 cupcake liners, lightly sprayed with cooking oil. Set aside. Make the cupcakes first by combining all of the dry ingredients in one bowl, whisking them together until combined completely. Make a well in the center of the dry ingredients and place the wet ingredients into the well then stirring until the batter is consistent and smooth. Fill the prepared cupcake liners ¾ full with the batter and bake for 15 minutes or until a toothpick inserted in the center comes out clean. Allow cupcakes to cool completely before decorating. To make the frosting, stir together the sugar, cocoa powder, unsalted butter and half and half over medium heat until it begins to boil and is completely combined. Remove the frosting mixture from the heat and add the vanilla extract. Stir until combined completely. Allow the frosting to cool before decorating the cupcakes with it. To make the cactus decorations, place the candy melts in separate microwave-safe bowls and melt per the package directions. Place melted candy melts into a piping bag with a small tip or a zipper-top bag with a tiny corner cut off. Into the mold, add stripes of light green candy melts following the shapes of the cactus or succulent, followed by dark green candy melts. Fill in any “pot” shapes with the dark blue candy melts. Place the chocolate filled molds into the freezer for 5 minutes to set. Remove the chocolate from the molds and set aside. Using a cupcake corer or a large icing tip, cut a hole in the center of each cupcake, then add 1 tbsp sprinkles to the hole created. Place the cupcake piece removed from the center of the cupcake back into the hole. Cover each cupcake with a thin layer of frosting, followed by a sprinkle of chocolate shavings. Top each cupcake with a chocolate cactus or succulent and enjoy!",10,15,https://marocmama.com/wp-content/uploads/2021/04/Featured-Image-copy-320x320.png,https://marocmama.com/succulent-chocolate-cupcakes-with-edible-toppers/
86,"From Scratch, Easy Lemon Blueberry Cream Puffs","115g unsalted butter (1/2 cup) - 1 teaspoon sugar - 150 grams flour - 5 large eggs (4 recipe, 1 for glaze) - 3 large eggs - 1 cup sugar - 1 Tbsp lemon zest - 1/3 cup lemon juice - 115 grams butter (1/2 cup) - 1 cup fresh blueberries - 225 grams (8oz) cream cheese - 1 cup powdered sugar - 1/2 tsp vanilla extract - 2 cups cold heavy whipping cream"," Preheat oven to 400°. Line baking sheets with parchment paper or use a silpat. Combine butter, sugar, and water in a medium saucepan over medium heat. Bring the mixture to a boil, then quickly stir in the flour, stirring continuously with a wooden spoon. Continue to heat and stir until the mixture appears dry on the bottom of the pan. There should be a light film formed on the bottom of the pan. Remove from the heat and transfer to a large bowl. Stir in 4 eggs, one at a time, Stir vigorously between egg additions (alternatively, you can use a stand mixer with the paddle attachment). The dough will be stiff and thick. After thoroughly mixing, transfer the mixture to a piping bag with a large plain tip attached. Pipe dough in approx. 2-inch circles. There is a silpat with circles marked that makes this process more accurate. Mix 1 tsp water into the remaining egg and brush egg wash on top of each puff.  Bake for 15 min. then lower the oven temperature to 350° and continue to bake for about 20 min. until nicely browned. Turn oven off and leave the oven door slightly ajar with puffs still in the oven. You can insert a wooden spoon between the door and oven to help with this. Allow puffs to sit in the oven until the oven is just slightly warm. Remove to a cooling rack and cool completely. Slice each puff in half and remove any excess dough from center. In a medium saucepan, over a med-low heat, stir together eggs, sugar, lemon juice and zest, using a wooden spoon until the mix is creamy and smooth. Turn heat to low and continue stirring until mixture thickens and coats the back of the spoon. Add butter and stir well. Remove from heat and allow to cool.  Beat cream cheese, powdered sugar, and vanilla until smooth and thick. Use a hand mixer or a stand mixer with the whisk attachment. Slowly add the heavy cream while mixing on a medium setting. Continue whipping until the filling forms stiff peaks. It will resemble whipped cream but be thicker. Fill a piping bag (with a large plain tip attached) with the lemon filling. Pipe the bottom of the puff full. Fill another piping bag (using a large plain tip or a large open star tip) with the whipped filling and pipe on top of the lemon filling. Be sure to pipe nice and full. Place 4-5 blueberries on top of cream filling. Place top of puff on top of the filling. ",30,20,https://marocmama.com/wp-content/uploads/2021/03/Featured-Image-copy-1-320x320.png,https://marocmama.com/from-scratch-easy-lemon-blueberry-cream-puffs/
87,Fig and Ricotta Cream Popsicles,1 cup of ricotta cheese - 4 figs - 1 can of sweetened condensed milk - 1 cup of heavy cream - 2 tbsp honey,"Mix cheese, milk, cream and honey together Cut figs in half or into slices and place in molds Pour cream mixture on top until full Place sticks and freeze overnight",10,20,https://marocmama.com/wp-content/uploads/2020/09/Close-up-of-a-Fig-Popsicle-480x480.jpg,https://marocmama.com/fresh-fig-popsicles/
88,Fresh Fig Tart,2 pie tart dough - 5 figs sliced - 2 tablespoons of honey - 3 cups flour - 4 Tbsp. milk - 1 cup vegetable oil - 4 Tbsp sugar - 2 tsp salt,"To make the dough from scratch, combine all the ingredients kneading just to bring dough together. Wrap in plastic wrap and place in the refrigerator for 30 minutes. Divide dough into two pieces and roll to 1/4"" thickness. Lay 1 pie shell dough on a parchment-lined tray Slice figs and place on the shell Take the other dough and cut into 6 strips. Divide, into two sets of 3 and braid. Tuck the braids of dough into the shell and fold the dough around the braids, cinching it as you go. Drizzle honey on top. Place tart into 350-degree oven and bake for 25 minutes",15,25,https://marocmama.com/wp-content/uploads/2020/09/Close-up-of-Fig-Tart-480x480.jpg,https://marocmama.com/simple-fig-tart-recipe/
89,Moroccan Spicy Sweet Apple Croissants,"1 can of croissant dough - 2 baking apples (such as Cortland, Gala, or Granny Smith) - 1/2 tsp cinnamon - 1/2 teaspoon cardamom - pinch of salt - handful of chopped almonds for garnish - 1 cup sugar - 1/4 cup warm water - 5 clove studs - 1/2 c heavy cream or almond milk at room temperature - 1 Tbsp butter cut into pieces - pinch of salt","Preheat oven to 350F. Begin preparing by peeling and coring the apples. Chop into 1 inch to 2 inch pieces and place in a mixing bowl. Measure cinnamon, ginger, and cardamom powders along with the salt and sprinkle on top of the apples. Mix with a spoon to coat all of the apples. Open the croissant dough and unroll. Separate one triangle from from the dough and place a small handful of apples on the large end of the dough. Lift up the long corner of the dough and fold on top of the apples. Roll the apples up with the remaining dough. One end of the dough will be closed and one open. Place the closed end down in a baking dish. Continue until all of the dough has been used. Spread the remaining apples around the edges of the dish.   Slide pan into the preheated oven for 10 minutes and begin making caramel sauce. On stovetop add 1c of sugar, 1/4 c of water, and cloves to a large saucepan. Turn heat to medium and begin stirring with a wooden or silicone spoon. Continue stirring until the mixture begins turning a light brown on the edges. Remove from heat and slowly add the cream or almond milk as well as butter. The syrup will start to bubble but just continue to mix until it settles down. The syrup will thicken but is still quite fluid. Remove the cloves with a slotted spoon or fork before pouring over croissants When the croissants have baked for 10 minutes pull the pan from the oven and drizzle with the caramel sauce. You will have caramel leftover. I added about 1/4c of caramel sauce but please use more if you want gooey buns. Reserve the remaining caramel to top the individual servings with. Bake croissants for 8-10 more minutes until golden brown on top. When the croissants are completely cooked top with chopped almonds and more caramel as desired. Serve hot.",15,20,https://marocmama.com/wp-content/uploads/2012/09/Moroccan-Spicy-Apple-Croissants-720x720.png,https://marocmama.com/moroccan-spicy-sweet-apple-croissants/
90,Arnold Palmer – Cold Brew Lemon Iced Tea,2 Cups water - 1 Tbsp Black tea - Ice - Lemonade - 2  Cups wáter - 1/3 Cup lemon juice - 2 ½ Tbsp sugar,"Put tea and water in a pitcher, cover the jar. Place it in the fridge for between 12 and 24 hours. For the syrup, boil the water and sugar. Stir until the sugar dissolves. Remove from heat and leave it to cool. Squeeze the lemons and strain them. You only need the juice. Combine juice with the syrup (made in Step 2). Fill each glass with 1/3 of lemonade, and a generous portion of ice. Top with cold brew tea.",15,20,https://marocmama.com/wp-content/uploads/2021/07/Cold-Brew-Iced-Tea-480x480.jpg,https://marocmama.com/how-to-make-an-arnold-palmer/
91,Lemon Mint Iced Tea,3 tea bags - Juice of 8 lemons - 2 bunches of mint - 2/3 cup sugar cane syrup - 2 3/4 - 3 cups cold water,"Bring 1 cup of water to a boil. Add tea bag then leave let soak for 10 minutes.  In the meantime, roll 6 lemons on a hard surface with your palm. It will help to loosen up the lemons and release more of the juice. Cut the 6 lemons in half.  Put a strainer on a medium bowl then squeeze lemons. Slice the two additional lemons into rings. Add the water to a pitcher along with the mint leaves. Pour in the lemon juice, syrup, tea and water. Mix with a spoon. Refrigerate until chilled. Serve cold with ice. ",10,20,https://marocmama.com/wp-content/uploads/2020/06/Iced-Lemon-and-Mint-Tea-720x720.jpg,https://marocmama.com/lemon-mint-ice-tea/
92,Agafay Virgin Bloody Mary’s,"4 fresh, large tomatoes - 3 Tbsp lemon juice - 1 Tbsp Worcestershire Sauce - 1/2 tsp ground chipotle pepper - 2 Tbsp hot sauce - 1 Tbsp tomato paste - Coarse salt - Chipotle Pepper - Garlic powder - Celery Salt -  - lemons - limes - cucumber or pickle wedges - Green Olivies - Olives stuffed with goat cheese - Pickled turnips - Pickled radishes - Cold Cooked Shrimp - Carbonated Water","Wash and remove any stems or hard bits from your tomatoes. Add them to a blender along with the lemon juice, worcestershire sauce, chipotle, and hot sauce. Blitz untiil fully combined. The tomato paste can be added if the mixture is too thin, I use it to thicken the mixture or add more tomato flavor if the tomatoes you've used need a boost. Because you've blended with the skin on you will get more nutrients but may have bits of skin that haven't blended. You can pass the mixture through a sieve if you want to remove those bits. Taste and adjust the mix for your palate. Rim Salt To make this mixture is really a personal decision. You can mix equal parts of everything or a little more of one or the other. Omit the pepper if you don't want it spicy, add more of anything to boost those tastes. To Serve Rub the rim of the glass with lemon juice first and twist into the rim salt, then fill with the juice mixture. I don't like an overwhelming tomato juice flavor so I mix mine with 1/4 glass of carbonated water  and the rest the bloody mary mix. This is a personal choice. Garnish with whatever you'd like!",10,20,https://marocmama.com/wp-content/uploads/2020/08/Virgin-Bloody-Mary-with-Garnishes-480x480.jpg,https://marocmama.com/virgin-bloody-mary-mix/
93,Moroccan Mint and White Chocolate,1 cup Coconut Cream - 1/2 cup Coconut Milk - 1/4 cup White Chocolate - 1 tsp Mint Extract - 3-5 drops Green Food Coloring - Gold Sugar Sprinkles (optional),"Melt the white chocolate in the microwave in 30-second increments, stirring between each increment. Combine coconut cream and the white chocolate. If the mixture becomes lumpy, microwave it for an additional 30 seconds and stir until smooth. Separate about 1/4 cup of the mixture and set aside in the fridge to cool. Add the  remaining (3/4 cup) coconut milk to the cream/chocolate mixture and stir to combine. Add extract and green food coloring and stir until the color is consistent throughout. Freeze for 2 hours or place in an ice cream maker for 10 minutes. Fill a glass with the green mixture then top with the reserved coconut cream/chocolate mixture followed by sprinkles and enjoy!",10,20,https://marocmama.com/wp-content/uploads/2020/08/Mint-Alcohol-Free-Cocktail-with-White-Chocolate-720x720.jpg,https://marocmama.com/alcohol-free-frozen-grasshopper/
94,Strawberry Mint Alcohol-Free Cocktail,"5 medium strawberries, cut, stems removed - 4 large mint leaves, chopped - Juice of 1 lime - 1 tsp of cane sugar - 1 1⁄4 cup of club soda - 300ml crushed ice - Lime slices - Strawberry","In a blender, combine the strawberries, mint leaves, sugar and lime juice. Blend until smooth. Pour the mix into a large glass. Fill half of the glass with crushed ice and then add the club soda. Stir everything together. Garnish with a whole strawberry and lime slices. Serve immediately.",10,20,https://marocmama.com/wp-content/uploads/2020/08/Strawberry-Mocktail-with-Limes-480x480.jpg,https://marocmama.com/strawberry-mint-mojito-mocktail/
95,High Atlas Alcohol-Free Rosemary Citrus Spritzer,Fresh Rosemary - 2 Tbsp sugar - Juice from 1 orange - Juice from 1 lemon - 1 tsp orange zest - 1 oz coconut water - 4 oz sparkling water,"For the simple syrup, add 1 sprig rosemary, sugar, orange juice, lemon juice, and orange zest to a sauce pan and bring to a boil. Reduce to a simmer, stir, and cover for 5 minutes. Remove from heat and strain, let cool 5-10 min. Pour 1 oz simple syrup into a glass with ice. Add all remaining ingredients and stir Garnish with an orange slice and extra fresh rosemary.",15,20,https://marocmama.com/wp-content/uploads/2020/08/9078717452fc3fdc081783dd39272bf2-1-480x480.jpg,https://marocmama.com/alcohol-free-rosemary-citrus-spriitzer/
96,Marrakech Summer Sunset Alcohol-Free Cocktail,1/2 cup Pureed Strawberries - 2 cups Ice - 1/4 cup Crushed Pineapple - 1/4 cup Coconut Cream - 2 tbsp Powdered Sugar,"Combine coconut cream and powdered sugar, whipping it together until the powdered sugar is completely incorporated. Crush pineapple by blending chunks of fresh pineapple in a blender or food processor. Puree strawberries in food processor or blender Blend together ice and strawberries. Place crushed ice/strawberries into the bottom of a glass, then add a layer of pineapple followed by a layer of coconut cream. Add a strawberry to the rim and enjoy!",10,20,https://marocmama.com/wp-content/uploads/2020/08/Strawberry-and-Pineapple-Mocktail-scaled-720x720.jpg,https://marocmama.com/strawberry-pineapple-alcohol-free-cocktail/
97,Essaouira Blue Pineapple Virgin Cocktail,"1/2  cup Blue Hawaiian Punch (Polar Blast Flavor) - 2 cups Ice - 1/4 cup Crushed Pineapple - 1/4 cup Coconut Cream - 2 tbsp Powdered Sugar - 2 limes, juiced","Combine coconut cream and powdered sugar, whipping it together until the powdered sugar is completely incorporated. Blend pineapple in a food processor or blender. Combine lime juice with punch. Blend ice and punch together. Place crushed ice/punch into the bottom of a glass, then add a layer of pineapple followed by a layer of coconut cream. Add a slice of pineapple to the rim and enjoy!",10,20,https://marocmama.com/wp-content/uploads/2020/08/Blue-Cocktail-with-Pineapple-480x480.jpg,https://marocmama.com/essaouira-blue-alcohol-free-pineapple-cocktail/
98,Iced Watermelon Slushie,"10 cups of Watermelon Cubes (without seeds), frozen for at least 24 hours - 2–3 Tbsp Maple Syrup/Honey - 8-10 Fresh Mint or Basil leaves (add more if you like more) - Juice of 1 large lime - 1 1/2 cup Water","Let the frozen watermelon cubes defrost at room temperature for 5-10 minutes. Once thawed add the Watermelon cubes, mint/basil leaves, lime juice, 2-3 Tbsp maple syrup or Honey, and water into a blender. Blend everything to form a slushie like consistency. You'll want to taste it at this point and then adjust the sweetness based on what you prefer. You can also add water if the mixture is too thick.Pour into the glass and serve immediately with fresh lime slice and mint/basil leaves.",10,20,https://marocmama.com/wp-content/uploads/2020/06/Watermelon-and-Mint-Slushie-720x720.jpeg,https://marocmama.com/homemade-iced-watermelon-slushie/
99,Lemonade with Mixed Berry Cubes,Juice of 4 lemons - 2 additional lemons - 1 cup frozen mixed berries - 2/3 cup sugar cane syrup - 3 cups cold water,"For this recipe you can use fresh mixed berries that you've frozen or you can use purchased frozen mixed berries. Whatever works for you! 1. If using fresh berries, divide mixed berries in an ice cube tray, cover with water and freeze overnight.  2. To make the lemonade, roll 4 lemons on a hard surface with your palm. It will help to release the extra juices. Cut the 4 lemons in half. Put a strainer on a medium bowl, then squeeze lemons, or use a citrus press to get all of the juice out.  3. Slice the additional 2 lemons into rings and add in a pitcher. Pour lemon juice, syrup and water into the pitcher. Mix with a spoon to combine everything. 4. Refrigerate until chilled. 5. Serve cold with berries ice cubes in glasses. Lemonade will turn a nice shade of red when the cubes melt.",10,20,https://marocmama.com/wp-content/uploads/2020/06/Frozen-Berry-Lemonade-480x480.jpg,https://marocmama.com/mixed-berry-lemonade/
100,Mint Chocolate Iced Whipped Coffee,3 tablespoons of hot water - 3 tablespoons of sugar - 3 tablespoons of instant coffee - 1 tablespoon of cocoa powder - 2 tablespoons of mint syrup or 2 drops mint extract - Milk or a vegetal beverage of your choice - ice cubes,"In a bowl, put together 3 tablespoons of instant coffee, 3 tablespoons of sugar, and 3 tablespoons of hot water. Beat everything well, with a hand mixer or a whisk until everything is well beaten and the consistency is similar to whipped cream.  Add the cocoa powder and mix a minute more. Fill a mug until about 2/3 with cold milk and mix one tablespoon of mint syrup per cup (or extract) If you want it iced, add the ice cubes now as well. On top, put a few spoons of the chocolate whipped coffee. Use a spoon to mix the coffee with the milk as you drink it.",10,20,https://marocmama.com/wp-content/uploads/2020/05/Iced-Mint-Chocolate-Coffee-480x480.jpg,https://marocmama.com/mint-chocolate-iced-whipped-coffee/
101,DIY Mint Syrup Recipe,"1 cup of fresh mint leaves (only leaves, without the stems) - 1 cup of water - 1 cup of a white sugar - sterilized glass jar"," In a small pan, combine all the ingredients. Slowly bring to a boil, while mixing, to allow for the sugar to dissolve completely. Simmer for 3-5 minutes. Turn off the heat, and let the syrup steep for 30 minutes.  Strain the mixture into a sterilized glass container. Allow to cool completely before covering.",10,30,https://marocmama.com/wp-content/uploads/2020/05/How-to-make-mint-syrup-480x480.jpg,https://marocmama.com/mint-infused-simple-syrup/
102,Avocado Smoothie,1/2 ripe Hass avocado - 1 cup almond milk (I use vanilla flavor and omit other sweetener) - 1 tsp sugar or other natural sweetener,Cut the avocado in half and remove the pit. Slide the avocado fruit from the skin and place into a blender.  Add the milk and sugar and blend until there are no pieces of avocado remaining. It is very important that the avocado is ripe or else it won't blend well. The consistency should be thick but smooth. You can add more milk if you prefer a thinner smoothie.,5,30,https://marocmama.com/wp-content/uploads/2012/02/Topview-Avocado-Almond-Smoothie-480x480.jpg,https://marocmama.com/moroccan-avocado-smoothie/
103,Moroccan Almond Date Milkshake,6-8 oz of milk or milk substitute (almond milk/soy milk etc) - 4 large soft dates - 10-12 almonds,"In a blender add milk, almonds and dates. You can blanch and remove the outer husk of the almonds if you don't like the texture. You also could use almond flour for a smoother texture.  Blend for 2-3 minutes until smooth and creamy. Pour into a glass and enjoy cold.",5,30,https://marocmama.com/wp-content/uploads/2021/05/Glass-of-Almond-Date-Smoothie-720x720.jpg,https://marocmama.com/moroccan-almond-date-milk/
104,Cheese Briouats,1 package of filo dough - 8 oz Greek Feta - 8 oz shredded mozzerella - 2 eggs beaten - 1 tsp crushed garlic - 1/2 tsp pepper - melted butter to brush between layers - 1 egg yolk beaten for brushing on top before baking,"Thaw filo dough before making this recipe. Preheat the oven to 375F. In a large bowl combine the feta, mozzarella, 2 eggs, garlic and pepper.  Mash to combine and break apart the feta.  The result should be a thick filling. Cut find dough in half by the width. Remove one sheet of filo, and brush the layer with butter.  Add another sheet of filo on top of this and repeat.  Do one final layer (3 total).  When the 3rd layer is down, place a tablespoon of filling along the bottom. Fold over the side ends and then small lip on the bottom and make a 1/2 roll.  Make sure to keep the sides tucked in as you roll.  (just like a burrito).  Continue to roll until the end and use a little bit of butter to seal the end of the briouat. Place onto a baking sheet. Repeat the process until you’re out of filo, or out of filling. This recipe should make about 15 but it depends on how much filling you are adding. Brush the tops of the briouats with egg yolk before placing in the oven. Bake for 15-20 minutes until the pastry is golden brown and starting to flake.",20,20,https://marocmama.com/wp-content/uploads/2020/05/Moroccan-Cheese-Briouats-480x480.jpg,https://marocmama.com/cheese-briouats/
105,Moroccan Shrimp Briouat Recipe,1 packet (appx 12oz) dry vermicelli noodles - 1/2 cup chopped green olives - 1/2 - 3/4 lb cooked shrimp chopped - 1 Tbsp cumin - 1/2 tsp turmeric - 1/2 tsp paprika - 1/2 tsp salt - small bunch of cilantro chopped finely - 1 pkg phyllo dough or egg roll wrappers - 1 egg beaten for sealing briouats,"Soak the vermicelli noodles in hot water for about 5-10 minutes to soften and drain. In a bowl add the chopped, cooked shrimp, olives, noodles, spices and cilantro and mix well so that the spices combine with everything.  The next step is to stuff and seal the briouats. Lay phyllo or egg roll diagonally with the point facing you.  Fill with 1-2 tbsp of noodle and shrimp mixture. To roll them, fold over the triangle and roll a 1/2 turn.  Fold in the edges and continue rolling.  These will make an eggroll shape.  As you tuck the last roll, brush some egg wash onto the end piece to seal the briouat. Lay in a flat layer on a cookie sheet.  These can be partially baked (at 375F) and frozen - to be re-heated when ready to eat. Or they can be deep fried (if using an egg roll wrapper this is a better option). Serve hot!  ",20,20,https://marocmama.com/wp-content/uploads/2011/08/Shrimp-Briouat-480x480.jpeg,https://marocmama.com/moroccan-style-shrimp-briouats/
106,Moroccan Chicken and Rice Soup,"1 small onion chopped finely - 2 cloves of garlic, skin removed and left whole - 1 Tablespoon vegetable oil - 1 large breast of chicken cubed - 8-10 fingerling potatoes - 3-4 medium carrots - 1 Tablespoon tomato paste - 4 c (one carton) Chicken Broth - 2 c water - 1 teaspoon fresh grated ginger - 1/2 teaspoon salt - 1 teaspoon black pepper - 6-7 springs of parsley chopped finely - 1/4 c rice or vermicelli noodles","Before cooking prepare your vegetables by peeling, chopping and grating as needed. In a large pot add 1 tablespoon of vegetable oil and one small onion chopped finely. Heat on medium heat for 5 minutes until onion softens. Next, add the chunks of chicken and brown on all sides making sure the onions are not burning. Turn down the heat if they start to turn dark brown. Pour the Saffron Road chicken broth into the pot along with the water, grated ginger, salt, black pepper and parsley. Stir in one Tablespoon of tomato paste along with all of the chopped vegetables. Drop in the two cloves of garlic. Cover the pot and allow to cook for 20-25 minutes. Remove the lid and stir in 1/4c of rice. While stirring use a large spoon to break up the pieces of chicken to smaller bites. Continue cooking uncovered 10-15 minutes until the rice is soft. **If you are preparing this soup to freeze cook the rice or noodles separately from the soup and add as needed. They do not freeze well in soup.",15,35,https://marocmama.com/wp-content/uploads/2012/07/DSCF7786-720x720.jpg,https://marocmama.com/moroccan-chicken-and-rice-soup/
107,Vegetarian Moroccan Harira,1 large onion - 3-4 cloves garlic - 1 Tablespoon olive oil - 5-6 medium tomatoes - 1 palmful chopped Italian parsley - 1/2 palmful chopped cilantro - 6 oz tomato paste - 1 teaspoon salt - 1 teaspoon black pepper - 1 Tbsp turmeric - 1 Tbsp paprika - a pinch of saffron (optional) - 1/2 cup garbanzo beans soaked overnight) - 1/4 cup brown lentils washed and soaked - 1/2 cup broken vermicelli or long grain rice - 3 Tbsp cornstarch - 6 cups water - food processor,"Heat olive oil in a large stockpot. Puree onion and garlic in a food processor. Add to pot and sauté with the oil.  Puree tomatoes with parsley and cilantro and add along with another tablespoon of olive oil. Season soup with salt, pepper, paprika, turmeric (and saffron if desired). Add water and tomato paste.  Bring the soup to a boil and add lentils and garbanzo beans. Cover and cook until tender. The length of time will vary but should take about 25 minutes. Once beans are cooked, add the pasta or rice and continue to simmer for another 15 minutes. When the lentils, beans, and pasta/rice are cooked through it’s time to thicken the soup. In a separate bowl whisk together cornstarch and 1/2 cup of warm water until it is a thin consistency. There should be no lumps. Begin to stream the slurry into the harira. The soup should begin thickening almost immediately. The final consistency will be between a soup and a stew. However you can make it as thick or thin as you like.",15,45,https://marocmama.com/wp-content/uploads/2020/05/Gluten-Free-Moroccan-Harira-480x480.jpg,https://marocmama.com/vegetarian-moroccan-harira/
