,name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
10,Ragoût de dinde marocaine à la ragoût marocain à la dinde marocaine ragoût,"   1 cuillères à café de  pipe au sol de  Jvipice casher 4 cuisses de dinde sans peau et sans peau (environ 4 livres) 1/2 courge musquée moyenne, coupées en morceaux de 2 pouces 2 15 .5-once Pouchpés, égouttés et rincés 1 28 --ouncezPeut-on entier des tomates pelées avec du jus, cassé 1 tasse d'abricots séchés 1/2 tasse de raisins secs dorés 8 carottes moyennes, coupées en morceaux de 11/2 pouces 3 oignons rouges moyens, coupés en deux et coupés en coins 2 piments rouges séchés entiers 1/2 citron2 tasses de coriandre fraîche, y compris  feuil et quelques tiges 1 tasse de persil frais 1 cleark ail, brisé 1/2 cuillère à café","Mélanger la pipe épice et 3 cuillères à café de sel dans un petit bol.Assaisonner les cuisses de dinde avec la moitié du mélange de sel dans une mijoteuse à 5 quart.Mélanger la courge, les pois chiches, les tomates, les abricots, les raisins secs, les carottes, les oignons et les piments avec le sel épicé restant.Versez les légumes sur la dinde (la cuisinière sera pleine; disposer le mélange pour que le couvercle s'adapte).Couvrir et cuire en hauteur pendant 6 heures ou à bas niveau pendant 7 à 8 heures.Verser les légumes et le bouillon en bols.Retirer et jeter les os de dinde et placer la viande sur les légumes.Jus le citron;pouls avec la coriandre, le persil, l'ail, le cumin et 1 cuillère à café de sel dans un robot culinaire.Ajouter l'huile et traiter jusqu'à consistance lisse.Servir le ragoût dans des bols;Arroser de la sauce coriandre.",35,106,141,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2008/10/21/0/FNMSlowCookerMoroccanTurk_s3x4.jpg.rend.hgtvcom.476.357.suffix/1371587753592.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/slow-cooker-moroccan-turkey-stew-recipe2-2103374
11,Salade de carottes marocaines salade de carottes marocaines," tous  2 (10 onces) Packages de carottes pré-râpées 1 concombre, graines et hachées 1 tasse de vinaigrettes dorées: 1 citron, 1/2 tasse, coriandre hachée feuil 1 cuillère à cafécuillère à café de miel 1/4 tasse d'huile d'olive extra-virginale","Dans un bol moyen, mélanger les carottes râpées, le concombre en dés et les raisins secs.Mettre de côté.Pour la vinaigrette: dans un petit bol à mélanger, mélanger le jus de citron, la coriandre, les épices et le miel.Incorporer lentement l'huile d'olive extra vierge.Verser la vinaigrette sur la salade de carottes et mélanger pour enrober.Couvrir d'une pellicule plastique et réfrigérer pendant plusieurs heures pour permettre aux saveurs de se fondre.",18,98,116,on est entrain de generer l image de cette recette ...,https://www.foodnetwork.com/recipes/sandra-lee/moroccan-carrot-salad-recipe-2103795
12,Carottes marocaines carottes marocaines,"  3 grandes carottes, peignes 1/2 cuillère à café de cumin moulu 1/2 cuillère à café de pincement sucré de picrika de cannelle moulue de cayenne moulue 2 cuillères à souches/ 2 tasse de feuil de persil à feuil ptes fraîches, de sel grossièrement haché et de poivre noir fraîchement moulu harissa","1. À l'aide d'une trancheuse de mandoline ou d'un couteau très aigu, coupez très finement les carottes sur la diagonale d'environ 1/16 pouce d'épaisseur et mettez-les dans un bol.2. Mettez le cumin, le paprika, la cannelle et le cayenne dans une petite poêle sèche à feu moyen-doux.Cuire, en remuant fréquemment, jusqu'à ce que les épices soient parfumées, environ 1 minute.Ajouter l'huile et tourbillonner la casserole pour mélanger.Ajouter le jus de citron et tourbillonner la casserole;Lorsque le mélange commence à bouillonner, ajoutez l'ail et cuire, tourbillonnant la poêle, pendant 15 à 20 secondes, jusqu'à ce que la vinaigrette soit très chaude.Verser la vinaigrette chaude sur les carottes et mélanger avec une grande spatule en caoutchouc jusqu'à ce que les carottes soient uniformément enduites et ont absorbé la vinaigrette.Ajouter le persil, assaisonner avec du sel et du poivre et mélanger jusqu'à ce qu'il soit combiné.3. Servir à température ambiante, avec harissa, ou réfrigérer jusqu'à ce qu'il soit prêt à servir.",11,10,21,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2016/2/9/2/Snapchat_lee-moroccan-carrots_s4x3.jpg.rend.hgtvcom.476.357.suffix/1455211258255.jpeg,https://www.foodnetwork.com/recipes/katie-lee/moroccan-carrots-3416044
13,Ragoût marocain ragoût marocain,"  2 cuillères à soupe d'huile d'olive, divisée 2 courges acornes, coupée en deux et rôties 2 cuillères à café de cannelle 1 tasse de lentil, rincé et nettoyée 1 tasse de riz brun 1 curiandre 1 feuille de baie 2 cuillères à soupebouillon de légumes, divisé 1 oignon, 1/2 tasse de tasse d'abricots séchés, de persil et de menthe à feuil ptes fraîches hachées, pour garniture","Divisez la courge en deux et retirez les graines et les fibres.Badigeonner la chair avec 1 cuillère à soupe d'huile d'olive et saupoudrer de cannelle, de sel et de poivre.Rôtir sur une plaque à biscuits dans un four à 350 degrés F pendant environ 25 minutes, jusqu'à la fourche.Cool et réserver.Mélanger les lentilles et le riz dans une casserole moyenne;Ajouter la coriandre, la feuille de baie, la poudre de curry, le sel et le poivre.Versez 3 1/4 tasses de bouillon pour couvrir d'au moins 2 pouces.Tournez le feu à moyen et cuire 30 à 45 minutes, en remuant fréquemment.Si vous avez besoin d'ajouter plus de liquide pour garder le mélange mouillé, faites-le, un peu à la fois.Pendant ce temps, placez 1 cuillère à soupe d'huile d'olive dans une petite casserole à feu moyen.Ajouter les oignons et cuire en remuant jusqu'à ce qu'il ramollisse, environ 5 minutes.Réhydratez les abricots avec 1/4 tasse de bouillon de légumes restants.Incorporer les lentilles et le riz.Cuire jusqu'à ce qu'il soit chauffé, environ 5 minutes.Rassemblez les composants en déposant le mélange dans la courge acorale rôtie.Assaisonnez avec du sel et du poivre.Garnir de persil et de menthe.",25,108,133,on est entrain de generer l image de cette recette ...,https://www.foodnetwork.com/recipes/tyler-florence/moroccan-stew-recipe-1937606
14,Côtelettes d'agneau grillé marocain,"  6 grandes gousses d'ail 1/3 tasse de  menthe fraîche Juliennet Feuil 1 1/2 cuillère à soupe de curcuma moulu 1 cuillère à soupe de coriandre entiers graines de coriandre 1 cuillère à soupe de cumin moulu 1 cuillère à soupeLe gril 3 racks d'agneau (6 à 7 côtes chacun), coupés en côtelettes 1 1/2 tasse de yaourt grec entier pain entier (12 onces) 1 1/2 cuillère à café de couscous de jus de citron fraîchement pressé avec des noix, pour le service,  recette suit le couscous avec des noix de pin et  menthe: 2 cuillères à soupe d'huile d'olive 1 cuillère à soupe de beurre non salé 1 tasse d'oignon jaune haché 3 tasses de poulet, de préférence maison 1 1/2 tasse de couscous salcous et de pepper noir fraîchement moulu 1/2tasse de feuil de menthe fraîche julienned, de 1/3 tasse de noix de pin à emballer de manière lâche, grillée","Placer l'ail, la menthe, le curcuma, la coriandre, le cumin, le zeste de citron et 2 1/2 cuillères à café de sel dans le bol d'un robot alimentaire équipé de la lame en acier et de procéder jusqu'à ce qu'ils soient finement broyés.Ajouter l'huile d'olive et le pouls pour combiner.Placer les côtelettes dans un ou deux plats non métalliques suffisamment grands pour les maintenir en une seule couche.Étalez uniformément le mélange d'ail et d'herbe des deux côtés.Dans un petit bol, fouetter le yaourt, la sriracha et le jus de citron, et étalez-le uniformément sur les côtelettes d'agneau.Couvrir, réfrigérer et permettre de mariner pendant 6 à 24 heures.Préparez un gril au charbon de bois avec des charbons chauds et de l'huile la grille de cuisson.Saupoudrez l'agneau de sel et griller à 5 à 6 pouces au-dessus des charbons, d'abord avec le côté yaourt vers le haut (marinade et tout) pendant 4 à 5 minutes, puis tourner et griller pendant 3 à 4 minutes, jusqu'à ce qu'il soit moyen.Transférer dans une assiette propre, couvrir la plaque étroitement avec du papier d'aluminium et laisser reposer 10 minutes.Saupoudrer de sel et servir chaud avec le couscous.Le couscous avec des noix de pin et de la menthe: rendement: 6 portions chauffer l'huile et le beurre dans une grande casserole à feu moyen.Ajouter l'oignon et cuire à feu moyen-doux pendant 6 à 8 minutes, en remuant de temps en temps, jusqu'à ce qu'il soit tendre mais pas doré.Ajouter le stock et porter à ébullition.Incorporer le couscous, 1 cuillère à café de sel et 1/2 cuillère à café et retirer du feu.Couvrir fermement le pot et laisser le couscous à vapeur pendant 10 minutes.Pédre le couscous avec une fourchette et incorporer la menthe et les noix de pin.Goûtez pour les assaisonnements et ajoutez environ 1 cuillère à café de sel, selon la salinité du stock et 1/2 cuillère à café de poivre.Servir chaud.",98,43,141,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2016/10/4/4/BX1205H_moroccan-lamb-chops-couscous-and-roasted-tomatoes_s4x3.jpg.rend.hgtvcom.476.357.suffix/1478638885286.jpeg,https://www.foodnetwork.com/recipes/ina-garten/moroccan-grilled-lamb-chops-3532353
15,Tagine d'agneau marocain Tagine d'agneau marocain," toute bonne huile d'olive 6 petits tiges d'agneau françaises (5 à 6 livres au total) 3 tasses d'oignons jaune hachés (2 gros oignons) 3 gousses d'ail, à  cuillère à soupe de gingembre râpé 1 1/2 cuillère à café de poudre de piment 1 1/2 cuillère à café de poudre de piment 1 1/2curcuma moulu 1 1/2 cuillères à café de cumin moulu 1/2 cuillère à café de cardamome moulu 1 (4 pouces) Cinnamon bâton 1 (28 onces) peut coupé en dés, comme San Marzano 2 tasses de bouillon de poulet, de préférence maison 2 cuillères à soupe de sucre brun cir 2 tasses, Légèrement emballé 4 (1/2 pouce d'épaisseur) des tranches de sel casher à  chaux et du poivre noir fraîchement moulu 1 livre de pommes de terre en or Yukon, une courge musquée de 1 pouce de 1 pouce, 1 pouce de 1 pouce 1 /Patates douces de 2 livres, couscous cuits à  vapeur non piés et de 1 pouce,  recette suit, pour servir du couscous cuit à  vapeur: 4 cuillères à soupe (1/2 bâton) beurre non salé 2 tasses d'oignons jaunes hachés (2 oignons) 3 tasses de bouillon de poulet, de préférence à  maison à  maisonSel casher et poivre noir fraîchement moulu 2 tasses de couscous (12 onces)","Préchauffez le four à 300 degrés F. Chauffer 2 cuillères à soupe d'huile d'olive dans un très grand pot ou un four hollandais, comme Le Creuset.Pattez les tiges d'agneau avec des serviettes en papier.En lots, ajoutez les courts d'agneau dans le pot et faites cuire à feu moyen pendant 3 minutes de chaque côté, jusqu'à ce qu'ils soient bien dorés.Transférer dans une assiette et faire dorer les tiges restantes, en ajoutant un peu plus d'huile, si nécessaire.Transférer tous les Shanks sur la plaque et réserver.Ajouter les oignons et cuire à feu moyen-doux pendant 5 minutes, en remuant de temps en temps, en ajoutant plus d'huile, si nécessaire.Ajouter l'ail et le gingembre et cuire seulement 30 secondes.Ajouter la poudre de chili, le curcuma, le cumin, la cardamome et la cannelle et cuire une minute.Incorporer les tomates et leur liquide, le bouillon de poulet, la cassonade, la chaux, 1 cuillère à soupe de sel et 1 cuillère à café de poivre.Ajouter les pommes de terre, la courge musquée et les patates douces et porter à ébullition.Placer les tiges d'agneau dans le pot, en cuillère une partie de la sauce et des légumes sur les tiges.(Ils ne seront pas complètement submergés.) Couvrir le pot et cuire pendant 3 heures, jusqu'à ce que les tiges d'agneau soient très tendres.Servir chaud avec du couscous cuit à la vapeur.Couscous cuit à la vapeur: Faire fondre le beurre dans une grande casserole.Ajouter les oignons et cuire à feu moyen pendant 10 minutes, en remuant de temps en temps, jusqu'à ce qu'il soit tendre mais pas doré.Ajouter le bouillon de poulet, 1 1/2 cuillère à café de sel et 1/2 cuillère à café de poivre et porter à ébullition.Incorporer le couscous, éteindre le feu, couvrir et laisser cuire à la vapeur pendant 10 minutes.Peluchez avec une fourchette et servez chaud.",51,107,158,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2019/11/22/BX1706__Moroccan-Lamb-Tagine_s4x3.jpg.rend.hgtvcom.476.357.suffix/1574439802668.jpeg,https://www.foodnetwork.com/recipes/ina-garten/moroccan-lamb-tagine-1-7971097
16,Squash et pois chiches marocain ragoût de courge et de ragoût de pois chiches,"   1 cuillères à soupe de beurre non salé 1 cuillère à soupe d'huile d'olive 1 oignon jaune moyen, petits dés 4 gousses moyennes ail, à tranches fines 2 cuillères à café de cumin moulu 1 (3 pouces) Cinnelle Sel/ 4 livres de pommes de terre rouge, gros dés 2 tasses de poulet à faible sodium ou de bouillon de légumes 2 tasses de pois chiches cuits, drainés 1 (14 onces) peuvent coupés en dés, avec des jus de serrage de safran en option, 1/2 de citron préservé, finement haché 1 tasse de tasseOlives vertes saugcues (recommander: cerigno) couscous cuit à  vapeur, pour servir des feuil de coriandre fraîches, grossièrement hachées, pour garniture d'amandes grillées grillées, pour garnir du yaourt nature, pour garniture","Chauffer le beurre et l'huile d'olive dans un four hollandais de 3 à 4 quart ou une casserole à fond épais avec un couvercle d'ajustement serré à feu moyen.Lorsque l'huile scintille, ajoutez l'oignon, l'ail, le cumin et la cannelle et assaisonner de sel et de poivre noir fraîchement moulu.Cuire en remuant de temps en temps jusqu'à ce que les épices soient aromatiques et que les oignons soient doux et translucides, environ 5 minutes.Ajouter la courge et les pommes de terre, assaisonner de sel et de poivre noir fraîchement moulu, remuer pour enrober et cuire jusqu'à ce qu'il soit juste tendre, environ 3 minutes.Ajouter le bouillon, les pois chiches, les tomates et leur jus et le safran, si vous utilisez.Porter le mélange à ébullition puis réduire le feu à doux.Couvrir et laisser mijoter jusqu'à ce que la courge soit tendre la fourche, environ 10 minutes.Retirer du feu et incorporer le citron et les olives conservés.Servir sur le couscous garni de coriandre, d'amandes et de yaourt.",117,90,207,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2009/1/21/0/AI0211_Squash-and-chick-pea-stew.jpg.rend.hgtvcom.476.357.suffix/1382538902380.jpeg,https://www.foodnetwork.com/recipes/aida-mollenkamp/squash-and-chickpea-moroccan-stew-recipe-1944193
17,Boulettes de viande marocaines avec œufs," tous  épices Blend: 1 cuillère à soupe de moulue 1 cuillère à soupe 1 cuillère à soupe 1 cuillère à soupe de curcuma 1 cuillère à soupe 1 cuillère à café 1 à cuillère à café de cardamome au sol 1 cuillèreet œufs: 1 livre d'agneau moulu ou de bœuf 2 tranches de bonne qualité pain rassis, croûtes enlevées, transformées dans des miettes de pain frais 5 œufs, 1 pour  boulettes de viande, 4 pour le braconnage et  portion, en option 1 oignon moyen, 1/4 d'oignon râpé et jus,3/4 oignon, haché 4 grandes gousses de gousseArrosage libéral 1 petite courgette, tranchée sous un angle ou haché 1 (28 onces) peut coupé en dés 1 (8 onces) peut sauce tomate 1 cuillère à soupePoigne coriandre, feuil cueillies et hachées","Pour faire le mélange d'épices: combinez le cumin, la coriandre, le curcuma, le paprika, la cannelle de muscade, la cardamome, la conviction, le poivre de Cayenne et les clous de girofle moulus et stocker dans un récipient hermétique loin de la chaleur pendant plusieurs mois.Préchauffer le four à 350 degrés F. Disposez une grille de refroidissement par fil sur une grande plaque à pâtisserie et placez près d'un grand bol à mélanger.Placer un bol d'eau tiède à proximité.Dans le grand bol à mélanger, mélanger la viande, la chapelure, 1 œuf légèrement battu, 2 à 3 cuillères à soupe d'oignon et de jus râpés, 2 gousses de girofle hachées, menthe, cannelle, noix de muscade, sel, poivre et une bruine libérale d'extra-virgin extra-virgin,huile d'olive, environ 2 cuillères à soupe.Roulez la viande dans des boules de noix avec des mains amorties (utilisez le bol d'eau tiède) et disposez les boulettes de viande sur la grille placée sur plateau de cuisson.Rôtir les boulettes de viande jusqu'à ce qu'elles soient cuites, de 20 à 25 minutes.Pendant ce temps, chauffer plus d'huile d'olive extra vierge, un tour de poêle, dans un four hollandais à feu moyen à moyen-élevé.Ajouter l'oignon haché dans la casserole avec l'ail en tranches et les courgettes.Cuire 7 à 8 minutes, puis ajouter les tomates en dés, la sauce tomate, le miel et le mélange d'épices et apporter à une bulle.Égoutter les pois chiches et incorporer la sauce.Retirer les boulettes de viande du four et glisser dans la sauce.Refroidir complètement et stocker pour le repas de maquillage.Pour servir, réchauffez les boulettes de viande dans la sauce.Utilisez environ 1 tasse d'eau pour desserrer la sauce, si nécessaire.Faites 4 puits dans la sauce et tombez dans les 4 œufs fraîchement fissurés.Couvrir le pot et laisser mijoter pour braconner la cuisson souhaitée.Rassemblez le repas dans des bols peu profonds et remuez l'œuf dans les boulettes de viande et la sauce pendant que vous mangez.",120,83,203,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2011/2/25/0/CCWID115_Moroccan-Meatballs-With-Eggs_s4x3.jpg.rend.hgtvcom.476.357.suffix/1371595315200.jpeg,https://www.foodnetwork.com/recipes/rachael-ray/moroccan-meatballs-with-eggs-recipe-2200975
18,Steak de flanc marocain steak de flanc marocain," tous  1 petit steak de fnc (environ 1 1/2 livres) sel casher et poivre fraîchement moulu 2 cuillères à café Ras El Hanout (assaisonnement marocain) ou tarte à  citrouille épices 2 1/2 tasses de bouillon de poulet à faible sodium 1 1/2 tasse de couscous israélien2 cuillères à soupe plus 1 cuillère à café d'huile d'olive extra-virginale 1 oignon rouge, en tranches fines 1/3 tasse d'olives noires piquées, à peu près 1/2 cuillère à cafétasse ou tomates cerises, coupé de moitié","Couper le steak en deux dans le sens de la longueur;Trancher chaque pièce en deux horizontalement pour faire 4 steaks minces.Assaisonner de sel et de poivre et frotter partout avec le Ras El Hanout;mettre de côté.Porter 2 tasses de bouillon de poulet à ébullition dans une casserole moyenne;Ajouter 1/2 cuillère à café de sel.Ajouter le couscous et cuire comme l'étiquette dirige.Pendant ce temps, chauffer 2 cuillères à soupe d'huile d'olive dans une grande poêle antiadhésive à feu moyen-élevé.Ajouter les steaks et cuire jusqu'à ce qu'ils soient dorés, 4 à 5 minutes de chaque côté pour les rares moyens.Retirer de la poêle;Couvrir pour rester au chaud.Ajouter les 1 cuillères à café d'huile d'olive restantes et l'oignon rouge à la poêle.Cuire en remuant de temps en temps, jusqu'à ce qu'il se ramollisse, environ 4 minutes.Ajouter les olives, le jus d'orange et le miel.Cuire en grattant les bits dorés du fond de la casserole, jusqu'à ce qu'il soit légèrement réduit, environ 30 secondes.Ajouter le bouillon de poulet 1/2 tasse restant.Porter à l'émiçage et cuire jusqu'à épaississement légèrement épaissi, environ 2 minutes.Retirer du feu et incorporer le persil;Assaisonnez avec du sel.Incorporer les tomates et le zeste d'orange dans le couscous.Couper le steak et le garnir du mélange d'oignon d'olive.Servir avec le couscous.",97,120,217,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2016/3/31/4/FNM_050116-Moroccan-Flank-Steak-Recipe_s4x3.jpg.rend.hgtvcom.476.357.suffix/1459549453305.jpeg,https://www.foodnetwork.com/recipes/food-network-kitchen/moroccan-flank-steak-3364652
19,Carottes marocaines carottes marocaines,"  6 grandes carottes, pelées 2 tasses d'eau sel casher 1/4 tasse de jus d'orange 2 cuillères à soupe jus de citron 1 cuillère à café de cumin 1 cuillère à café","Mettez les carottes dans une grande poêle profonde et couvrez à peine d'eau.Assaisonner avec une pincée de sel.Cuire à feu moyen-élevé jusqu'à ce que les carottes commencent à ramollir, 10 à 12 minutes.Retirez les carottes et réservez, réservant le liquide de cuisson dans la poêle.Au liquide, ajoutez le jus d'orange, le jus de citron, le cumin et le poivre.Écrasez une gousse d'ail, jetez la peau et ajoutez au liquide de cuisson.Porter à mijoter et réduire jusqu'à sirupeuse, 10 minutes.Pendant ce temps, lorsque les carottes sont suffisamment fraîches pour manipuler, coupées en morceaux rustiques et réserver dans un bol.Retirer le mélange sirupeux du feu et ajouter de l'huile d'olive;Secouez-le dans la poêle pour créer une vinaigrette.Jeter l'ail et déposer la vinaigrette sur les carottes.Garnir de menthe déchirée et de coriandre.Mélanger et servir.",113,57,170,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2019/7/16/9/moroccan-carrots-7131291.jpg.rend.hgtvcom.476.357.suffix/1563299335501.jpeg,https://www.foodnetwork.com/fnk/recipes/moroccan-carrots-7151744
20,"Tilapia de style marocain avec cumin, mangue et coriandre en tilapia de style marocain avec cumin, mangue et coriandre",  quatre filets de tipia de 5 onces sel et poivron noir moulu 2 cuillères à café de cumin moulu 2 cuillères à café,"Assaisonner les deux côtés des filets de tilapia avec du sel et du poivre noir.Frottez le cumin et la coriandre sur les deux côtés des filets.Faire chauffer l'huile dans une grande poêle à feu moyen.Ajouter les filets de tilapia et cuire 3 à 5 minutes de chaque côté, jusqu'à ce que le poisson soit en fourchette.Pendant ce temps, dans un petit bol, mélanger la mangue et la coriandre.Tilapia supérieur avec mélange de mangue juste avant de servir.",4,115,119,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2006/9/15/0/rm0305_tilapia.jpg.rend.hgtvcom.476.357.suffix/1371584090615.jpeg,https://www.foodnetwork.com/recipes/robin-miller/moroccan-style-tilapia-with-cumin-mango-and-cilantro-recipe-1917216
21,Salade de carottes marocaines salade de carottes marocaines,"  6 à 8 carottes moyennes, pelées et tranchées en 1/4 pouces rounds 2 tasses d'eau 1/4 cuillère à café de poivre de cayenne 3 cuillères à café de cumin moulu 1 cuillère à soupe de miel 3 cuillères à café de jus de citron frais 1/3 tasse d'huile olive 1 tasse de feuil de menthe,vé et haché","Cuire les carottes dans deux tasses d'eau recouvertes jusqu'à tendre (environ 6 minutes).Dans un bol de taille moyenne, mélanger le cayenne, le cumin, le miel et le jus de citron.Fouetter dans l'huile d'olive.Égoutter l'excès d'eau (le cas échéant) et mélanger les carottes chaudes avec de la vinaigrette.Assaisonnez avec du sel et du poivre.Servez chaud ou à température ambiante.",4,7,11,on est entrain de generer l image de cette recette ...,https://www.foodnetwork.com/recipes/moroccan-carrot-salad-recipe-1955782
22,Boulettes de viande marocaines," toute  sauce boule de viande marocaine: sauce tomate 1 gallon 1/2 tasse de coriandre fraîche hachée 1/4 tasse de cumin moulu 1/4 tasse de harissa 3 cuillères à soupe de paprika fumé 1 cuillère à soupe5 tasses oignons jaunes hachés 3/4 tasse d'ail haché 5 livres de mouche de terrain 5 livres porc moulu 3/4 tasse de coriandre finement hachée finement hachée 3/4 tasse de persil frais finement haché 1/4 tasse de cumin graines de cumin, moulu 1/4 tasse de paprika fumé 1 1/ 4 tasse de grains de poivre noir, moulu 1/4 tasse de sel 4 cuillères à café de poudre de chili de chili 1 cuillère à soupe de gingembre moulu 10 œufs, fouetté avant d'ajouter de l'huile végétale","Pour la sauce: mélanger la sauce tomate, la coriandre, le cumin, la harissa, le paprika et la cannelle.Pour les boulettes de viande: préchauffez le four à 500 degrés F. Faites tremper le pain dans juste assez d'eau pour couvrir pendant 1 minute.Verser dans une colonie et laisser reposer 10 minutes.Pressez tout l'excès d'eau.Pendant ce temps, faites cuire doucement les oignons et l'ail jusqu'à ce qu'ils soient translucides.Laisser refroidir, puis transférer dans un bol.Ajouter le mandrin, le porc, la coriandre, le persil, le cumin, le paprika, le poivre, le sel, la poudre chili, le gingembre et les œufs et bien mélanger.Portion et façonnez le mélange en balles de 3 1/2 onces.Chauffer l'huile à feu moyen-élevé dans une grande sauteuse et faire dorer les boulettes de viande de tous les côtés.Transférer dans un grand plat de cuisson, couvrir avec la sauce bouot de viande et envelopper avec du papier d'aluminium.BROSSE les boulettes de viande dans le four jusqu'à ce qu'elles soient cuites mais pas sèches, 20 minutes.Laisser refroidir légèrement, puis servir.",34,88,122,http:////food.fnr.sndimg.com/content/dam/images/food/fullset/2013/6/13/0/DV1704H_moroccan-meatballs-recipe_s4x3.jpg.rend.hgtvcom.476.357.suffix/1371616370300.jpeg,https://www.foodnetwork.com/recipes/moroccan-meatballs-recipe-2059828
