Unnamed: 0,name,ingredients,instructions,preparation_time,cooking_time,total_time,image_url,source
124,Moroccan vegetable chicken,Chicken fillet (s) (2) - tomato (s) (3) - onion (s) (1) - Carrot (s) (1) - Red pepper (s) (0.5) - Pepper (s) Green (s) (0.5) - Ail (2 clove (s)) - Ras el -Hanout () - Olive oil () - Pepper salt (),"Wash the vegetables.
- Peel the onion and garlic.Slice them.
- Peel the carrot and cut it into regular rings.
- Wash and cut the tomatoes as well as the peppers (red and green) in half.
- Remove the seeds and cut them into thin slices.
- Once the vegetables are ready, cut the chicken fillets into small pieces.
- In a pan, pour olive oil to heat and brown the chicken pieces.Book.
- In the same pan, brown and brown the onion then, add the garlic first, and the rest of the vegetables then.
- In medium heat, simmer your vegetables for 10-15 min.Be sure to gently stir your preparation, from time to time.
- Now incorporate the chicken pieces.Salt.Pepper.
- Sprinkle with ""Ras El Hanout"" and, mix gently.
- Your preparation on low heat, still needs a few minutes for perfect cooking.
- So simmer for another 5 min and remove fire.",20,35,55,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
125,Moroccan bsissa,Wheat (3) - Chickpeas (1 kg) - Butter (200 g) - Gramme (s) (100 g) - Green anise (3 tsp) - Coriander seed (3 c. Coffee) - Marjolaine (3 tbsp),"In a saucepan, toast the wheat and the chickpeas until they are golden brown.Stir continuously so as not to burn everything.Let cool.
- Using a mortar and a pestle, mash the wheat and the grilled chickpeas so as to obtain a powder, a kind of wheat flour.This is the basic mixture to obtain a Moroccan BSISSA.You can also add the spices at this stage for grinding them if they are not already ground.
- In a saucepan, melt the butter.Add the honey.Mix until the mixture is homogeneous.Then add all the herbs and spices.
- Pour the grilled wheat flour gently and in the rain.Continue to mix throughout the operation.
- Mix with milk, water or olive oil depending on the tasting you want to do.The consistency of the Moroccan BSISSA must be of the order of a slightly thick puree.",30,40,70,https://img.cuisineaz.com/660x660/2016/06/21/i56560-bsissa-marocaine.jpg,https://www.cuisineaz.com/
126,Moroccan pancakes with my grandmother's honey,Semolina () - honey () - bakery yeast (1 cube (s)) - butter () - egg (s) (2) - water () - salt (),"First, pour into a terrine, the semolina and dig a well.
- Take 1 baker's yeast cube and mash it by hand.
- Heat water slightly and let cool.
- In a bowl, break the eggs.
- Then pour into the semolina well, salt, crumbled baker's yeast cube as well as broken eggs.
- Start by beating everything to get a pancake dough.
- Hydrate gradually with lukewarm water, while continuing to beat.
- Pour the mixture obtained in the bowl of the robot-mixer.
- Mix until you get a very smooth and perfectly homogeneous pale yellow cream, then transfer to a large container.
- Reserve for 20 min on a lukewarm plate.
- Then, heat a small non -stick skillet.
- Pour a small ladle of dough into it and cook a single side of the pancake until firm.
- This side of the pancake must also have the appearance of a uniform yellow honeycomb nest.
- Continue your preparation by dissolving the butter in a small pan.
- Leave to rest for a few minutes.
- Through a colander, pass this butter, leaving as much deposit as possible at the bottom of the pan.
- Finally, make a mixture with this clarified butter and honey.
- Before serving, soak in a quick way all the pancakes in the butter and honey mixture.
- Serve when it's warm.",15,25,40,https://img.cuisineaz.com/660x660/2017/02/06/i120595-crepes-marocaines-au-miel-de-ma-grand-mere.jpeg,https://www.cuisineaz.com/
127,Moroccan inspiration beet salad and its calf egg,Cooked beet (240 g) - shallot (s) (1) - coriander (2 tbsp) - lemon juice (4 tbsp) - olive oil (4 tsp) - flower waterorange tree (4 tbsp) - egg (s) (4) - wine vinegar (1 tsp) - Salt (),"Boil salted water in a saucepan with the wine vinegar and immerse the eggs.Upon boiling, cook for 5 minutes.Drain and put them in cold water to stop cooking.
-Once cooled, skim them and pass them under cold water to clean them.
- Keep at room temperature.
- In a bowl, grate the beets.
- Finely chop the shallot and coriander and pour them into the bowl and mix.
- Keep in the fridge.
- In a bowl, mix the lemon juice, olive oil and orange blossom water, salt and stir.
- When serving, take out the bowl and mix everything.
- For dressage, place the beet in a circle, pour a little vinaigrette and place the egg on it.
- There is no need to break the egg;Let the person do it themselves, it's funnier!",20,30,50,https://img.cuisineaz.com/660x660/2016/05/24/i3395-salade-de-betteraves-d-inspiration-marocaine-et-son-oeuf-mollet.png,https://www.cuisineaz.com/
128,Moroccan salad,Carrot (s) (300 g) - Orange (s) (3) - Red onion (s) (1) - Lemon juice (0.5) - Sesame seeds (2 tbsp) - CuminIn powder (1 tbsp in coffee) - black horny olives (s) (24) - olive oil () - pepper salt (),"Peel the carrots then grate them.
- Cut the olives into thin rings.
- Peel the oranges alive and cut them into slices.
- Peel the onion and chop it in very fine rings.
- Place all these vegetables in a bowl;
- Add a good ""rasade"" of olive oil according to your taste.
- Then add the lemon juice, the cumin powder, salt and pepper.
- Mix with your 2 hands, so that the carrots soak up olive oil and spices.
- In your service cups, arrange grated carrots, then slices of oranges.
- Add a few onion slices, olive rings and sesame seeds.",25,35,60,https://img.cuisineaz.com/660x660/2023/02/22/i191309-sans-titre-2023-02-22t111310-804.jpeg,https://www.cuisineaz.com/
129,Small Moroccan stuffed,White (s) chicken (200 g) - Pepper (s) (4) - zucchini (s) (1) - Aubergine (s) (1) - Olive oil (1) - Butter (1) - Mixture (2 tbsp),"Preheat your Th.6 oven (180 ° C).
-Empty the tomatoes, sit them and turn them around on a plate, putting the hats aside.
- Brown, in the oil and a hazelnut of butter, the chicken white cut into small pieces 10 min.approximately.Book.
- Use the pan again by adding a little fat to brown the peeled zucchini and cut into small cubes.Salt, pepper then set aside.
- Do the same with the eggplant, peeled and cut into small cubes.Mix the meat, the vegetables and 2 tablespoons of Moroccan mixture.
- Cook 30 min and serve hot.",30,45,75,https://img.cuisineaz.com/660x660/2013/12/20/i69803-petits-farcis-a-la-marocaine.jpg,https://www.cuisineaz.com/
130,Moroccan marinade,Olive oil (20 cl) - RAS El -Hanout (4 tsp) - Ginger powder (1 tsp) - Salt (2 l) - Garlic (6) - chopped coriander (1 bouquet (s)),Mix all the ingredients together in the blender until a very homogeneous mixture is obtained.,15,30,45,https://img.cuisineaz.com/660x660/2016/04/28/i6326-marinade-a-la-marocaine.jpg,https://www.cuisineaz.com/
131,Moroccan butternut squash,Butternut squash (1) - Spices (1 tsp) - Muscade (1 tbsp) - Turmeric (1 tsp) - Cinnamon () - Honey (),"Cut the butternut squash in half lengthwise and remove the seeds.Put the two pieces in a baking dish.
- Preheat the oven to 150 °.
- Brush the squash halves with honey and olive oil, sprinkle with spices according to taste (not too much cinnamon).Salt and pepper.
- Bake for about 45 minutes.The squash is cooked when the knife sinks into the flesh as in butter.",20,40,60,https://img.cuisineaz.com/660x660/2023/07/06/i195207-courge-butternut-a-la-marocaine.jpg,https://www.cuisineaz.com/
132,Moroccan chickpea eggplant,Chickpeas (250 g) - Aubergine (s) (800 g) - onion (s) (1 washers) - Cumin powder (2 tbsp) - Tomato (s) (s) (1 box (s)) - pink beans (250 g) - Harissa (2 tbsp) - coriander (1 bouquet (s)) - olive oil (12 cl) - Pepper salt (),"Drain the chickpeas.Cook them for about 1 hour in a lot of water.Check that they are cooked.Cook the eggplant as in the previous recipe.
- In a large frying pan or a wok, brown the onion in the rest of the oil, until it is tender.Powder cumin, stir for another 1 min.
- Add the tomatoes, then the beans, bring to a boil, then simmer for about 15 min covered.
- If the beans are almost tender (it depends on the type of beans and their freshness), add the chickpeas and cook gently for another 15 min.When the beans are well cooked, put the eggplant.Reheat everything.Put a little Harissa.
- Mix, taste.Repeat if it is not strong enough.Sprinkle with chopped coriander.Serve with couscous.",10,25,35,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
133,"Tagine with lamb, lemon and Moroccan olives",Lamb (1.8 kg) - Lemon (s) (1) - olives (200 g) - onion (s) (4) - Cardon (2 kg) - Tomato (s) (6) - Ail (3 pod (S)) - coriander (1 bouquet (s)) - olive oil () - saffron () - pepper salt (),"On your kitchen board, detail the lamb in menus pieces.
- Peel and finely chop the onions and garlic.
- Wash the tomatoes carefully with clear water, then remove the peduncles.
- Peel, seed and reserve them.
- in a casserole dish of 4 tsp.oil over fire, melt the onions.
- Incorporate the lamb pieces and let brown on all sides.
- Add the tomatoes and garlic.
- Season with salt and pepper according to your convenience.
- Simmer over medium heat for about 5 min about heat.
- Meanwhile, chop the lacée coriander.
- Attach it to the preparation and let everything simmer for 1 hour covered over low heat.
- In a saucepan of boiling salted water, cook the cardboard for 15 min.
- Add them to the sauce in the casserole dish.
- Meanwhile, pit the olives.
- Rinse the lemon, cut in half, and press to recover the juice in a bowl.
- In a frying pan, heat water.
- In a bowl of hot water, scalling the olives, to desalt them.
- After 1 hour of cooking, sprinkle the preparation of a glass of boiling water to extend the sauce.
- Add the olives to the casserole dish and join 2 doses of saffron.
- Continue cooking 15 min more over low heat.
- Finally wet with a net of lemon juice.
- Serve hot.",25,35,60,https://img.cuisineaz.com/660x660/2017/06/22/i129641-tajine-a-l-agneau-citron-et-olives-facon-marocaine.jpeg,https://www.cuisineaz.com/
134,Coconut seffa,Semolina (1 kg) - grated coconut (s) (150 g) - soft butter (250 g) - icing sugar (100 g) - oil (4 tsp) - orange zest (s) (1) - Honey (1 glass (s)) - Cinnamon (1 tsp) - Grilled tapered almond (1 glass (s)) - Dates pitted (s) (1 glass (s)) - cashews (1 glass(s)) - nuts (1 glass (s)) - peanut (s) (1 glass (s)) - salt (3 pinch (s)),"Pour the semolina and the coconut into a large bowl.Mix and add the oil, a pinch of salt, then ½ glass of water.Continue to work the semolina so that the grains do not stick.
- Cook the semolina for 20 minutes.Then pour the semolina into the bowl and work the grains with 2 glasses of cold water.When the water is absorbed, put the semolina to steam for 20 minutes.Work the grains again with ½ glass of water and cook a third time, 20 minutes in steam.
- When the grains are well inflated, mix with the butter and the sugar.Then you just have to arrange your semolina in a dish, so as to form a pyramid.Finally decorate with dried fruits, the rest of the cinnamon, honey and orange zest.",30,45,75,https://img.cuisineaz.com/660x660/2023/03/14/i191514-un-plat-de-seffa-a-la-noix-de-coco.jpg,https://www.cuisineaz.com/
135,Moroccan soup of red lentils low in salt,Lentil (s) (190 g) - rapeseed oil (15 ml) - onion (s) (200 g) - garlic (2 clove (s)) - Fresh ginger (14 g) - Turmeric (2 g) - cumin inPowder (2 g) - Ras el -Hanout (2 g) - Chicken broth (1 l) - Lemon (s) (s) (0.5) - Salt () - Pepper () (),"Rinse the lenses well with cold water and drain them.
- Heat the oil in a saucepan over medium heat.Do it
- Return the finely chopped onion and garlic, stirring regularly, 4-5 min until translucent.Add the grated ginger and spices.Cook for 1 min, stirring.Add the lenses and
- Bouillon.Salt and pepper.
- bring to a boil, reduce the fire and leave
- Simmer uncovered 15-20 min, until the lenses are defeated.Add the lemon juice and check the seasoning.
- Reduce the puree soup to the mixer to serve in bowls.",15,20,35,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
136,Nèfles Tajine stuffed with almonds,Lamb meat (500 g) - Nèfle (s) (1 kg) - Almond powder (250 g) - Sugar (3 tbsp) - butter (2 tbsp) - Turmeric in powder (1c. coffee) - cinnamon (1 pinch (s)) - egg white (s) (1) - orange blossom water (2 tbsp),"In a casserole dish, place the butter, turmeric and cinnamon stick.Place the pieces of meat in the center and wet at height with water.Cook for about 40 minutes over medium heat before booking warm.
- Meanwhile, peel the buttons and empty the interior using a pommer via the peduncle.
- In a bowl, mix the ingredients of the stuffing: almond powder, cinnamon, egg white, 1 tablespoon of sugar and orange blossom.When this forms a compact paste, you can stuff the nightsome.
- When the meat is cooked, take it out of the casserole dish and pour the rest of the sugar into the juice before gently drop your ends for 10 minutes of cooking.You just have to draw up your tagine of bundles stuffed with almonds, by placing the pieces of lamb in the center of a dish and the nights around.",25,30,55,https://img.cuisineaz.com/660x660/2023/03/13/i191513-tajine-de-nefles-farcies-aux-amandes.jpg,https://www.cuisineaz.com/
137,Moroccan beef confit,AIL (2) - Laurel (3 sheets) - peanut oil (1 glass (s)) - Beef paleron (1 kg),"For this recipe, you must first dry the meat.
- To do this, place the diced meat in a dry and high heat pressure cooker until she expresses all her juice.
- Add the 2 cloves of garlic with their skin but crushed with a pestle, the bay leaves.
- Stir occasionally.
- When the meat made a juice, add the oil.
- Close the pressure cooker and count 30 min of cooking from the rotation of the valve.At the opening, the meat must be tender and slightly roasted, otherwise extend the cooking.
- Empty all the contents of the pressure cooker in a container that does not attach and simmer 30 min until full reduction of the juice.
- Then go under the grill of the oven to brown.
- Serve this meat with vegetables, ratatouille for example, or with broken eggs on it, salted, peppery and flavored with a pinch of cumin.",20,35,55,https://img.cuisineaz.com/660x660/2017/06/22/i130271-confit-de-boeuf-a-la-marocaine.jpeg,https://www.cuisineaz.com/
138,Moroccan Harira,"Beef meat (250 g) - Chickpeas (120 g) - green lenses (120 g) - vermicelli (s) (1 handle (s)) - coriander (1 bouquet (s)) - tomato concentrate (1 box (1 box (1 box (1 box (s)) - Fresh tomato (s) (s) (1 kg) - chopped onion (s) (1) - Flour (120 g) - ginger (1 tsp) - Powder cinnamon (0,5 tsp) - coloring (a little) - butter (1 tsp) - salt () - pepper (1 tbsp)","In a casserole dish, put the pieces of meat, chickpeas and lenses soaked the day before, chopped onion, mixed fresh tomatoes, finely chopped parsley and coriander, spices, salt and pepper, add the ginger, thecinnamon and rancid butter if necessary.
- Simmer and add 2 l of water, close the casserole dish and cook for 15 min.
- Open the casserole dish and add the flour mixed with cold water, make sure there are no lumps then add the tomato concentrate diluted in a little water, always boil, stirring with constantA wooden tablespoon or a spatula so as not to let lumps form and so that the flour does not stick to the bottom of the casserole dish and risks burning and the Harira will not be good.
- Constantly stir the flour until the end of cooking, add the fine vermicelli always, stirring after 45 min of cooking, after 1 hour of cooking, a good harira has a reddish color, remove from the heat and serve hot.",30,40,70,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
139,Harira (Moroccan soup),Turmeric (1 tbsp) - ginger (1 tsp) - cinnamon (1 tsp) - cumin (1 tsp) - saffron () - onion (s) (1) - lens (S) (100 g) - Polpa Rustica Mutti (1 box (s)) - wheat (1 tsp) - Water (1 l) - Persil (3) - Coriander (3 branch (s)) - Céleri (1Branch (s)) - Chick peas (1 box (s)) - Small (s) (100 g) - Lemon (s) (1) - Pepper salt (),"In a casserole dish, heat the spices for 2 min in olive oil.Add the minced onion, lenses, police, concentrate and water.
- Add the chopped herbs, salt, pepper.Cover and cook over low heat for 20 min.
- Add the chickpeas, pasta and continue cooking for 10 min.
- Serve with lemon quarters.",15,25,40,https://img.cuisineaz.com/660x660/2014/03/12/i7629-harira-soupe-marocaine.jpg,https://www.cuisineaz.com/
140,"La Mrozilla, Moroccan jam",Walnut kernels (200) - Lemon juice (1 net) - Cinnamon (1 tbsp) - nutmeg (1 nut) - grapes (s) (500 g) - date (s) () - Sugar in sugarPowder (1 glass (s)) - Water (1) - Girofle in powder (0 tbsp) - ginger (0 c. coffee),"Sponsor the raisins of Malaga by blowing them with a large sewing needle.
- In a cast iron casserole dish, mix the sugar, water and lemon, add the pitted dates, honeyed and cut into small pieces.
- Bring to a boil, add the grapes and all the spices.Cook over very low heat.
- Pass the walnut kernels only 3 min to make them crisp but without letting them take color.
- Monitor the cooking of the grapes, mixing from time to time.The mixture must become brown in a not too thick syrup.
- When the grapes are well softened to incorporate the walnut kernels while turning to the spatula.Let cool, you should be able to easily detach the grapes or nuts.
- If the preparation is too sticky warm, adding a little water to dilute the syrup.
- Pour into a bowl or jam jar.
- This preparation is consumed warm or cold.
- The leftovers can be cooked in tarts on small records of shortbread dough.",20,30,50,https://img.cuisineaz.com/660x660/2017/06/22/i130297-la-mrozilla-confiture-marocaine.jpeg,https://www.cuisineaz.com/
141,Candied tomatoes to Moroccan,Tomato (s) (6) - Red onion (s) (s) () - Garlic (2) - Flat parsley () - Coriander () - Cumin () - Sowing sugar (2 tbsp) - Pepper salt () - Strong pepper (s) () - Paprika () - Olive oil (),"Peel and cut the tomatoes into small dice and set aside in a dish.
- Do the same with the onion.
- Finely chop the garlic cloves.
- In a wok or deep pan with olive oil, put the onion and garlic.
- Sweat slowly for 5 min.Salt and pepper.
- Add the tomatoes, cumin, paprika and chilli.
- Cook and confit on slowly.Add the parsley and coriander after having chiseled them.
- Cook for 20 min and add 2 tablespoons of caster sugar.
- Simmer 5 min then remove from the heat.
- Serve lukewarm with grilled meats or zucchini fritters or fried peppers/eggplant.",25,35,60,https://img.cuisineaz.com/660x660/2017/06/22/i130116-tomates-confites-a-la-marocaine.jpeg,https://www.cuisineaz.com/
142,Lemon meringue pie from Morocco,Lemon (s) (3) - Flour (250 g) - egg (s) (6) - yeast (1 packet (s)) - Methus(1 box (s)) - Powder sugar (100 g),"Preheat the oven th.5 (150 ° C).
- Prepare the dough: Mix the flour with the yeast, add 1 whole egg, salt and melted butter.
- Mix well and spread the dough with your fingers in a buttered pie pan.Bake for 5 min.
- Prepare the cream: separate the whites from the remaining egg yolks, zest the skin from the lemons and press them, add the sweet condensed milk and the egg yolks, spread the cream to the dough and put in the oven for 5 min.
- Prepare the meringue: mount the egg whites with the powdered sugar.
- Add the meringue to the cream, decorate with a scraper and return to the oven for 15 min.",30,45,75,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
143,Moroccan endives,Endive (s) (1 kg) - Orange juice (1) - Honey (2 tbsp) - Coriander () - Pepper salt (),"Wash and dry the endives, remove the foot and cut them into rings.
- Brown them in butter over medium heat for a few minutes, please honey, and continue 3 min.
- Add the orange juice and force the heat a bit, add salt, pepper and the cilantro chopped at the end of cooking.
- Enjoy hot.",15,30,45,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
144,Moroccan lemon chicken,Chicken (2) - candied lemons () - Sweet onion (s) (500 g) - Black olives (500 g) - Ail (pod (s)) - Coriander () - Clove (s) () - Safran (Safran () - Persil () - Olive oil (1 cup (s)) - Pepper salt (),"Press the chickens, introduce a candied lemon into each chicken to flavor the flesh.Slide two other halves under the wings.Tip everything.Add salt and pepper.
- Cut the onions and garlic in strips, barely make them blond, adding 5 or 6 tsp.oil, 1 tsp.coriander, parsley, crushed pepper, cloves and two small saffron tubes (6 g).
- Place the chickens and barely make them blond.Pour water or broth halfway up.Cover and cook over low heat, adding olive oil cooking.
- Return the chickens so that they cook regularly.When they are very tender, remove them and reduce the sauce.Add the olives, lemons cut into four and poultry livers.Simmer for 10 min and serve with couscous.",20,40,60,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
145,Moroccan pancakes Baghrir,Semolina (250 g) - Milk (250 ml) - Yellow (s) of egg (s) (1) - baker's yeast (30 g) - Glass (2 glass (s)) - honey () - butter () -Salt (0.5 tbsp),"Put the milk and the water over low heat, once the whole set, pour it into a bowl.Dilute the yeast of the mixture.Add the egg yolk, semolina and salt.Work the dough well, it must be liquid.
- Let stand at least an hour.Heat a ""crêpière"" tefal pan and cook the pancakes.Just before serving, heat the butter and honey in a pan.Reheat the pancakes in this syrup.",10,25,35,https://img.cuisineaz.com/660x660/2014/01/16/i49434-crepes-marocaine-baghrir.jpg,https://www.cuisineaz.com/
146,Moroccan monkfish tagine at Kalimata olives,Lotte (1 head) - Tomato (s) (3) - Carrot (s) (750 g) - zucchini (s) (750 g) - Kalimata olives (100 g) - Ail (30 g) - Parsley (1 Boot (1 Boot (s)) - Tomato concentrate (1 tsp) - Black pepper () - cumin () - ginger () - saffron () - salt () - olive oil () - green lemon (s)) (3),"Start by preparing the ""Chermoula"" (the marinade)
- Put the pieces of monkfish to marinate in for 1 hour or more.
- Put some olive oil at the bottom of the tagine.
- Add the tomatoes, over the carrots cut into sticks and the green zucchini cut into rings, between each layer put a drizzle of olive oil.
- Now set up the pie pieces.
- Garnish with the lemons cut into a rings.
- Pour the rest of the ""Chermoula"" diluted in a little water.
- You can also add a special little fish cube to give your tagine a little more taste.
- Arrange the olives as a decoration and cook over low heat.
- Enjoy the Moroccan warm well in the tagine in the middle of the table for an exotic family and friendly atmosphere or on beautiful plates so that it is more formal.
- Enjoy your food !",25,35,60,https://img.cuisineaz.com/660x660/2015/12/15/i1605-tajine-de-lotte.jpg,https://www.cuisineaz.com/
147,Chicken couscous,Chicken thighs (4) - Couscous (250 g) - onion (s) (2) - Apple (s) of earth (4) - Carrot (s) (6) - Chickpea in the box (50 g) - AIL (2 clove (s)) - Concentrated tomato (2 tbsp) - olive oil (2 tbsp) - water (1 l) - salt (1 tbsp) - pepper (1 tsp.Coffee) - Ginger (1 tsp) - Ras El -Hanout (1 tsp) - Turmeric (1 tbsp),"Pour at the bottom of a couscoussier 50 ml of water.Put the concentrated tomato, salt, pepper and olive oil.Mix everything and boil for 10 min.
- Add the 4 thighs of chicken to the mixture, the 2 well -chopped garlic cloves, the chickpeas, the minced onions, the spices as well as the carrots and the potatoes cut into large pieces.Pour the remaining water into your couscoussier and cook.
- Meanwhile, pour 1 glass of water into the 250 g of couscous and let it stand for 3 min.Pour the couscous into the top of the couscoussier, place it above the vegetables and meat and cook it steam for 10 min.Once the cooking is finished, bite the seeds well using your fingers or a fork.
- Take a serving dish, arrange your couscous with a little sauce then place above your chicken and vegetables.",30,45,75,https://img.cuisineaz.com/660x660/2016/04/28/i16598-couscous-au-poulet.jpg,https://www.cuisineaz.com/
148,Moroccan couscous ratatouille,"Couscous (250 g) - Poultry broth (2 dl) - Red pepper (s) (1) - Yellow pepper (s) (1) - Green pepper (s) (1) -Aubergine (s) (1) - Zucchini (s) (1) - fine beans (150 g) - garlic (1 clove (s)) - olive oil () - tomato sauce (5 dl) - shallot (s)(1) - Salt, pepper ()","Peel the onion and garlic.
- Chop them on your kitchen board.Book.
- Wash all the vegetables.
- Then cut them into cubes.
- Heat a little olive oil in a large skillet.
- Throw away the garlic and the minced onion and let brush for 5 min.
- Add the vegetables and the poultry broth.
- Salt (if necessary) and pepper.
- Simmer for 20 min covered.
- Then put the couscous in a saucepan.
- Towards the end of cooking, remove the vegetables and pour the hot broth over the couscous.
- After absorption of the broth, pour it into a serving dish.
- Cover it cooked vegetables.
- Peel the onion and garlic.
- Chop them on your kitchen board.Book.
- Wash all the vegetables.
- Then cut them into cubes.
- Heat a little olive oil in a large skillet.
- Throw away the garlic and the minced onion and let brush for 5 min.
- Add the vegetables and the poultry broth.
- Salt (if necessary) and pepper.
- Simmer for 20 min covered.
- Then put the couscous in a saucepan.
- Towards the end of cooking, remove the vegetables and pour the hot broth over the couscous.
- After absorption of the broth, pour it into a serving dish.
- Cover it cooked vegetables.",15,20,35,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
149,Moroccan eggplant,Aubergine (s) (4) - Olive oil () - garlic (1 pod (s)) - cumin () - paprika () - pepper salt (),"First boil the eggplant without peeling them (about 10 min).Then cut them into small dice.
- Heat the olive oil in a non -stick pan with the garlic.Leave the garlic rushing.
- Then add the eggplants to the pan, with 1 tsp.cumin, 1 tsp.paprika.
- At the end of cooking, add 2 tsp.balsamic vinegar.Put in the refrigerator.Serve in salads.",25,30,55,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
150,"Den'jel of eggplant and cumin, Moroccan way","Aubergine (s) (12) - Cumin () - Tomato (s) (5) - Coriander (0.5 bouquet (s)) - Ail (4 pod) - Paprika () - Red pepper (s) (s) (s) (s)s) () - Salt, pepper (L)","Wash the eggplants carefully, then remove the peduncles.
- On the barbecue, grill them by turning them from time to time to blackening the skin.
- Place in a plastic bag, then close the bag for a few minutes, to facilitate the detachment of the skin.
-Then peel them and cut them into small dice on a kitchen board.
- Wash the tomatoes in clear water, then move them.
-Cut them in half, then seed them.
- Peel the garlic cloves, then reduce them in puree.
- Chop the coriander and set aside.
- In a non -stick casserole dish, mix the tomatoes with the eggplants, garlic, coriander and 1 tsp.Cumin teaspoon.
- Add 1 tsp.paprika and 1 tsp.of red pepper puree.
- Season with salt and pepper.
- Simmer over medium heat without fat, 30 min until total evaporation of the water contained in the eggplants and tomatoes.
- Serve immediately accompanied by Kefta.",20,35,55,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
151,Moroccan flavors,Faisselle (4) - Orange (s) (2) - Pomelo (2) - Strawberry (s) (4) - Orange juice (25 cl) - Liquid honey (3 tbsp) - Olive oil (2 c. Soup) - Cinnamon (2 pinch (s)) - orange blossom (1 tsp) - mint (a few leaves),"Peel the oranges and grapefruits in quarters above a bowl to collect the juice of peeled fruits.
- Take the supreme citrus (peeled districts) and reserve them.
- Mix in a bowl, fruit juice, orange juice, 2 tsp.small milk, cinnamon, honey, olive oil and orange blossom.
- Place and decorate:
- Arrange the faisses in hollow plates.Keep the whey.
- Arrange the citrus and strawberry districts around the faisses and add the juice. Decorate with a small cinnamon stick or a few fresh mint leaves.
- Serve.",30,40,70,https://img.cuisineaz.com/660x660/2014/06/10/i4176-faisselles-saveurs-marocaines.jpg,https://www.cuisineaz.com/
152,Moroccan beef kefta,Hache beef (300 g) - onion (s) (1) - Ail (2 pod (s)) - Coriander (l) - Ginger () - Pepper salt (),"Start peeling the onion.
- Wash and chop it before mixing it with the meat.
- Pour the already peeled garlic and fresh herbs into the mixer.
- Mix well until everything is well chopped.
- Pour the meat mixture then season.
- Place the preparation in a very small tupperware and set aside in the fridge for several hours to mix the flavors.
- At the time of the meal, form dumplings with the minced meat using the carefully wet hands.
- Cook the keftas on a grill and go back regularly until they are core.",15,25,40,https://img.cuisineaz.com/660x660/default/default.jpg,https://www.cuisineaz.com/
153,The Morocco,Hazelnut (s) (hazelnut) - hazelnut powder (250 g) - caster sugar (250 g) - dark chocolate (50 g) - butter (150 g) - kirsch (25 g) - egg yellow (s) (s) (100 g) - water (60 g) - soft butter (210 g) - green color (1 g) - cocoa powder (70 g) - liquid cream (140 g) - gelatin leaf (s) (10leaf) - pistachio powder (100 g) - white chocolate (150 g),"Hazelnut cookie:
- Preheat the oven to 180 ° C
- Melt the butter.
-Melt the chocolate in a double boiler or in the microwave.
- In the robot tank equipped with the sheet or in a bowl mix the sugar, the hazelnut powder the melted chocolate.
- Add the yolks and mix well.
- Mount the whites to the bird's beak, gently incorporate them into the preparation then add the lukewarm melted butter.
- Pour on the cooking carpet and bake for 20 minutes in a medium oven.
- Let cool then cut into 4 rectangles.
- Cool completely.
- The butter cream:
- In the mixer tank equipped with the whip foam the egg yolks.
- Pour the water and sugar in a saucepan and cook at 121 ° C
- Gently pour the syrup over the yolks and whisk until full cooling.
- Gradually add the ointment butter at low speed and when the mixture is smoothly add the kirsch and the green color.
- Continue to whisk until the mixture is smooth and homogeneous.
- Cocoa frosting:
- soften gelatin in very cold water.
- Sift the powder cocoa.
- In a saucepan boil the water and sugar.
- gradually pour the boiling syrup over the cocoa by whisking to homogenize the whole.
- Boil the cream and dissolve the wrung gelatin.
- Pour it over the cocoa syrup and smooth with a whisk.
- Pour the mixture in a bowl.
- Clear and let cool in the freezer to quickly lower the temperature.
- Stir regularly.
- use it when it is between 20/25 ° C
- The decor :
- Place a cookie on a sheet of baking paper, cover it with a layer of buttercream, renew the operation by finishing with a layer of cookie.
- Block a few minutes cold.
- Meanwhile prepare the decor.
- Melt the white chocolate, make a cone and write on a guitar sheet or a ""Morocco"" baking sheet with chocolate
- Cover the letters with pistachio powder and let crystallize slightly.
- Assembly :
- Take out the dessert from the cold, parry it and adjust the sides.
- Develop the topping, and freeze the cake.
- Leave to cool a little and place the letters one above.
- Decorate the sides of the dessert with the pistachio powder.
- Dress on the presentation dish.",20,30,50,https://img.cuisineaz.com/660x660/2016/09/19/i77811-le-maroc.jpg,https://www.cuisineaz.com/
