,source,nom,description,nb_people,ingredients,method,image
87,https://www.mymoroccanfood.com/home/fekkas-moroccan-biscotti,Fekkas - Moroccan Biscotti ,"I am sure you all know biscotti! Well, who doesn’t!?",INGREDIENTS,"3 eggs - 200g caster sugar - 250g plain flour - ¼ teaspoon salt - ½ tablespoon baking powder - 100g dried cranberries - 100g unsalted shelled pistachios - 100g roasted almonds - Zest of a lemon - 100g white chocolate, melted (for decoration, optional) - Sprinkles (for decoration, optional)",• Preheat oven to 180 C (350 F).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1449350175948-W6QJODH7WTZ34EVPM9V8/image-asset.jpeg
88,https://www.mymoroccanfood.com/home/seffa-moroccan-chicken-with-vermicelli,Seffa - Moroccan Chicken With Vermicelli ,"The coming weeks call for celebrations and this dish is kind of the Moroccan emblem for festivities! So because of that, you have to make it very soon, whether you use chicken or turkey, it doesn’t really matter.",INGREDIENTS,"2 tablespoons olive oil - 1 tablespoon unsalted butter - 800g onions, sliced (red or yellow) - 1kg whole chicken cut in pieces or 1 kg chicken legs and thighs - 4 garlic cloves, finely chopped  - 1 ½ teaspoon ground ginger - 1 teaspoon turmeric - ¾ teaspoon ground cinnamon - 1 teaspoon salt or more to taste - ½ teaspoon ground white pepper - 400ml water or chicken stock - Generous pinch saffron - 1 small coriander bouquet, tied - 1 small parsley bouquet, tied - 2 tablespoons honey - 500g uncooked vermicelli (+ 2 tablespoons butter and 1 teaspoon salt to season it once cooked) - 100g dark raisins, soaked in hot water for 20 minutes and drained - 100g roasted almonds, roughly ground - Cinnamon and icing sugar to taste for garnish","• In a large casserole, heat the olive oil over medium heat then the butter and add the onions . Cover with a lid and leave the onions until they are soft and translucent, about 10 min. This will allow to sweat the onions.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1448542461065-Y2QIZ76T3CWBC9NWPKU2/image-asset.jpeg
89,https://www.mymoroccanfood.com/home/pumpkin-spice-cupcake-with-orange-blossom-cream-cheese-frosting,Pumpkin Spice Cupcake With Orange Blossom Cream Cheese Frosting,"It’s the last pumpkin recipe of the year, I promise!",INGREDIENTS,"120g plain flour  (1 cup) - 2 teaspoons pumpkin spice  (or 1/4 allspice, 1/4 ground ginger, 1/4 ground cloves, 1/4 ground nutmeg, 1 ground cinnamon) - ¼ teaspoon baking soda - ¼ teaspoon baking powder - Pinch of salt - 440g pumpkin puree - 200g caster sugar (1 cup) - 2 eggs - 180ml evaporated milk - 1 teaspoon vanilla extract",• Preheat oven to 180 C (350 F).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1448318909925-W3F4TH97WGPM7YS7Z78M/image-asset.jpeg
90,https://www.mymoroccanfood.com/home/almondy-honey-vanilla-layer-cake-with-amlou-filling,Almondy Honey And Vanilla Layer Cake with Amlou Filling,This cake!,INGREDIENTS,"250g plain flour - 200g ground almonds - 120g caster sugar - 1 ½ teaspoon baking soda - 1 vanilla bean, scraped - Pinch salt - 150g melted butter - 150g honey - 1 tablespoon vanilla extract - 4 eggs yolks - 6 egg whites",• Preheat oven to 180 C (350 F).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1447871242487-0VPFP5A67TP925QHTR0B/image-asset.jpeg
91,https://www.mymoroccanfood.com/home/vegetarian-lentil-stew,Vegan Lentil Stew,Another traditional recipe this week!,INGREDIENTS,"400g dry green lentils (2 cups)  - 2 onions thinly sliced - 4 tablespoons olive oil (1/4 cup) - 600ml water (3 cups) - 2 medium sized tomatoes, grated - 2 teaspoons salt or more to taste - 1 ½ teaspoon ground paprika - ½ teaspoon ground cumin - Generous pinch ground cayenne pepper (optional) - Chopped coriander and lemon wedges for garnish (optional)",• Place all the ingredients in a large deep skillet or casserole (except the garnish).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1446742237386-UW8O4M3BS8XBLQ5QCM7Q/image-asset.jpeg
92,https://www.mymoroccanfood.com/home/2015/amlou,Amlou,Do you like roasted almonds and almond butter? Do you like argan oil? Do you like honey?,INGREDIENTS,"250g roasted unpeeled almonds - 80ml argan oil - 80ml honey - ½ teaspoon flaky salt, such as maldon - Generous sprinkle of cinnamon (optional) ",• Grind the roasted almonds in a food processor until finely ground and transfer in a medium sized bowl. ,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1446569757455-TLGGCWODO61TPD9473QZ/image-asset.jpeg
93,https://www.mymoroccanfood.com/home/2015/9/4/moroccan-spiced-squash-and-lentil-veggie-burger-patties,Moroccan Spiced Squash and Lentil Veggie Burger Patties,Looks as good as a beef patty and tastes even better!!,INGREDIENTS,"50g coarsely ground rolled oats and more for dusting  - 2 teaspoons olive oil and for cooking the burgers - 1 medium onion, finely chopped - 300g squash cooked, drained and peeled (any type of squash works) - 200g cooked brown lentils, drained (1 cup) - 100g cooked black beans, drained (1/2 cup) - 1 egg - 2 garlic cloves, finely chopped - 1 teaspoon cumin - 1 teaspoon ground coriander - 1 teaspoon ginger - 1 teaspoon salt or more to taste ",• Ground the oats in a nut grinder or a food processor to obtain a coarsely ground oat flour.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1441368282785-RT0LNSSCVNP0VLEHEL4S/Veggie+Burger+-+9.jpg
94,https://www.mymoroccanfood.com/home/moroccan-carrot-salad,Moroccan Carrot Salad ,An all time classic.,INGREDIENTS,"500g carrots, peeled and sliced or chopped - 2 garlic cloves, unpeeled - 3 tablespoons finely chopped coriander  - 3 tablespoons finely chopped parlsey  - 1 teaspoon ground paprika - 1 teaspoon ground cumin - 2 tablespoons white wine vinegar  - 2 tablespoons olive oil  - 2 teaspoons pomegranate molasses (optional) - Salt to season","•  In a medium sized pan, bring water to the boil, add the carrots and the garlic cloves. Reduce the heat to medium and gently cook the carrots until lightly crisp and tender, about 10 to 20 minutes depending on the size of your sliced/chopped carrots.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1440012819494-5LHS38MV982S0H0K2GZJ/image-asset.jpeg
95,https://www.mymoroccanfood.com/home/moroccan-semolina-bread-fig-and-tahini-pinwheel,Moroccan Semolina Bread + Fig and Tahini Pinwheel Semolina Bread ,This post is very special; it’s my first bread post on the blog!,INGREDIENTS,2 teaspoons caster sugar + 1/4 teaspoon  caster sugar to activate the yeast  - 1 tablespoon dry yeast - 250ml water - 250ml milk - 300g fine semolina and more for flouring  - 280g white flour  - 3 tablespoons olive oil - 2 teaspoons salt,• Activate the dry yeast by adding ¼ teaspoon of sugar and a tablespoon of lukewarm water in a small bowl. Stir with a fork and leave for 5 to 10 minutes until foamy.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1439664908488-X1R2G1UEQ4UVH8NGK16N/image-asset.jpeg
96,https://www.mymoroccanfood.com/home/quinoa-and-shrimp-stuffed-squid-tagine,Quinoa and Shrimp Stuffed Squid Tagine,"I barely had squid this summer, maybe once or twice. So I felt like making something fancy with it, but also:",INDREDIENTS,"3 tablespoons olive oil - 3 medium sized onions (500g), sliced - 2 cans peeled tomato (400g/14 oz.) or 10 ripe peeled tomatoes, chopped - 3 bell peppers, any colour, seeded and julienned - 2 tablespoons finely chopped fresh coriander and more for garnish  - 1 teaspoon paprika - ½ teaspoon cinnamon - ½ teaspoon cumin - 1 teaspoon salt, or more to taste - 1 teaspoon caster sugar","• Transfer the olive oil and the onions in a large casserole over medium heat. Cover with a lid and stir occasionally, until the onions are soft and translucent, about 12 to 15 minutes.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1439313084957-64SYE1RLL4DQP6O5S2U0/image-asset.png
97,https://www.mymoroccanfood.com/home/feta-and-preserved-lemon-mini-cheese-pie,Feta and Preserved Lemon Mini Cheese Pie,"We were in Greece last week and we loved every single thing about our trip. The breath-taking views, the turquoise sea, the captivating landscapes, the cheerful hospitality, the perfectly warm but not too hot weather and of course the food!",INGREDIENTS,"200g feta - 2 tablespoons chopped preserved lemon - 1 tablespoon dried mint - 1 garlic clove, finely chopped - 2 tablespoons milk - 320g store bought puff pastry sheet - 3 tablespoons sesame seed - 1 egg yolk",• Preheat oven to 200 C (390 F). ,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1438950089599-FTDL1VXWLEODTQ9FAZQJ/image-asset.jpeg
98,https://www.mymoroccanfood.com/home/2015/8/4/beef-kebab-grilled-tomato-and-green-pepper-salad-chlada-mechouia,Beef Kebab + Grilled tomato and green pepper salad  (chlada mechouia),"Today I am sharing my favourite combination of Moroccan grilled foods: beef kebab and grilled tomato and green pepper salad, also known in Morocco as chlada mechouia.  And if you don’t have a barbecue, it doesn’t mean you can’t have grilled foods. You can just do like me and use a chargrill pan, because we love grilled foods.",INGREDIENTS,500 gr grilling steak such as fillet or sirloin cut in 3 cm (2 inch) pieces - 3 tablespoons very finely chopped parsley - 3 tablespoons very finely chopped coriander - 2 red onions very finely chopped - 1 teaspoon salt or more to taste,METHOD,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1438688966867-3ZBJ8QJUP0BDBPUJ9IJM/image-asset.jpeg
99,https://www.mymoroccanfood.com/home/2015/7/31/honey-and-saffron-glazed-peach-galette,Honey and Saffron Glazed Peach Galette,"For those who didn’t know, English isn’t my first language, but you probably guessed since my English might sound odd sometimes. It’s ok, I am over it... I stopped harassing Zayd when he comes back from work to read my blog posts a long time ago. So apologies for my English and the (hopefully) occasional awkwardness.",INGREDIENTS,"300g store-bought or home-made shortcrust pastry - 2 tablespoons honey - 1 tablespoon lemon juice - 1 generous pinch saffron - 1 teaspoon butter - 6 to 7 ripe peaches, peeled and sliced into segments (450 gr sliced and peeled peach segments) - 60 to 80g light brown sugar such as muscavado - 2 tablespoons corn flour (corn starch)  - 1 teaspoon cinnamon (optional) - Pinch of salt - 1 beaten egg (for decoration) - 2 tablespoons almond flakes (for decoration) - 1 tablespoon caster sugar (for decoration)",• Preheat oven to 200 C (390 F),https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1438345083528-E6K4IHRXUM3NSIIW4DU4/image-asset.jpeg
100,https://www.mymoroccanfood.com/home/spring-rolls-sweet-and-savoury-chermoula-sauce,Spring Rolls + Sweet and Savoury Chermoula Sauce,"Spring rolls because I had to expand my summer food edition, although there is no more sun in London, well it’s there but it’s kind of playing hide and seek… I am sure you see what I mean. It will come back… Hopefully.",INGREDIENTS,"6-8 rice papers sheets - 1 large chicken breast, poached and sliced - 1 bundle angel hair, cooked, drained and cooled (60 gr uncooked) - 1 large zucchini, julienned - 1 large carrot, julienned - 1 red bell pepper, seeded and julienned - 1 apple, julienned (optional) - 6 to 10 coriander sprigs - A handful mint leaves","• To make the sauce, mix all the ingredients together and stir until smooth. ",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1438205448106-TZ3FK9FJ44IF47BJZ2ZD/image-asset.jpeg
101,https://www.mymoroccanfood.com/home/2015/7/23/no-churn-ice-cream-shortbread-sandwich-salted-caramel-and-anis-ice-cream-peanut-silly-ghriba,No Churn Ice Cream Shortbread Sandwich – Salted Caramel and Anise Ice Cream + Peanut Silly Ghriba,"Do you know ghriba bahla? It’s a type of ghriba (Moroccan cookies) we make in Morocco. There are plenty of different types of ghriba such as coconut, walnut, almond and even chocolate.",INGREDIENTS,400ml double cream - 397g carnation caramel or dulce de leche - 2 teaspoons salt flakes (such as Maldon salt) or more to taste - 2 teaspoons ground anise or more to taste,"• In a large bowl use an electric mixer to bring the double cream to stiff peaks. It will take about 5 minutes so be patient but make sure you don’t over whisk the double cream as it might curdle (if it happens, add a bit of milk and slowly whisk again). ",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1437821299152-8YBNDMNX98J3FTSOYQIZ/image-asset.png
102,https://www.mymoroccanfood.com/home/stuffed-msemen-rghaeif-stuffed-moroccan-flatbread,Stuffed Msemen (Rghaif) – Stuffed Moroccan Flatbread ,"Msemen, also known as rghaif  is a squared flatbread usually eaten in Morocco for breakfast and teatime. You can have them plain or stuffed, sweet or savoury, their texture is very soft and very different to the Middle Eastern flat bread. It’s richer, but also fluffier and super comforting.",INGREDIENTS,"2 tablespoons olive oil  - 4 large onions, finely chopped - 2 large red bell peppers, finely chopped (<1 cm pieces) - 2 large green bell peppers, finely chopped in (<1 cm pieces) - 3 tablespoons chopped fresh parsley - 2 teaspoons ground sweet paprika - 1 teaspoon ground cumin - 1 ½ teaspoon salt, or more to taste - ½ teaspoon ground cayenne pepper (optional) - 200g minced beef","• In a large casserole, heat the olive oil and add the onions over medium heat. Cover with a lid and leave the onions until they are soft and translucent, about 10 min. This will allow sweating the onions. Add in the chopped peppers, the herbs, the spices,and the salt and cover the casserole with a lid. Leave until the peppers are cooked and soft, about 5 – 7 min. Stir occasionally.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1436976210209-09I2G7NICUFIQLS8602K/image-asset.jpeg
103,https://www.mymoroccanfood.com/home/2015/7/9/orange-blossom-and-mint-lemonade,Orange Blossom and Mint Lemonade ,"It’s still sunny and warm in London, yay, lemonade for everyone!",INGREDIENTS,"1 liter water (4 cups) - 160g to 220g caster sugar, according to your taste - 250ml lemon juice (1 cup - juice of 6 to 8 lemons) - 2 tablespoons orange blossom water  - A handful of mint leaves - Juice of an orange - Ice cubes, to serve",METHOD,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1436455903488-CG03NN0NID41H1T2OVLB/image-asset.jpeg
104,https://www.mymoroccanfood.com/home/2015/7/7/molten-chocolate-cake-with-almond-butter-orange-blossom-filling,Molten Chocolate Cake with Almond Butter + Orange Blossom Filling ,Happy chocolate day!!,INGREDIENTS,"Cocoa powder, for the moulds - 100g unsalted butter + 20g unsalted butter, at room temperature for the moulds - 200g dark chocolate, chopped - 100g caster sugar - 4 eggs - 50g plain flour",• Preheat oven to 200 C (390 F),https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1436283374519-6HE85OXTQF2ZR3XKS3RJ/image-asset.jpeg
105,https://www.mymoroccanfood.com/home/2015/7/2/radish-and-apple-salad-rose-water-and-anchovy-dressing-1,Radish and Apple Salad + Rose Water and Anchovy Yoghurt Dressing,"I don’t know what’s the weather like in your part of the world, but in London it’s super hot and it feels great. It's finally summer and I hope it’s going to last for a while.",INGREDIENTS,"100g radishes, finely sliced - 2 granny smith apples, finely sliced and cut in 3 cm pieces - 100g roasted pistachios, ground  - 1 pomegranate, deseeded - 150g washed baby leaf lettuce (or any type of lettuce)",.• Mix the dressing ingredients together until smooth. I don’t recommend adding salt because the anchovies should be salty enough but feel free to do so after tasting the dressing.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1435845529761-FTP0DU1VWL0FSZ37FFZG/image-asset.jpeg
106,https://www.mymoroccanfood.com/home/cardamom-and-orange-scones,Cardamom and Orange Scones ,You know I hadn’t tried scones before I moved to London? I didn’t even know what scones were.,INGREDIENTS,"225g self-raising flour*, plus extra to dust - ½ teaspoon salt - zest of 1 orange, about 1 tablespoon - 1 teaspoon ground cardamom (or ¾ teaspoon freshly ground cardamom) - 60g unsalted cold butter, cut in 1 cm cubes - 40g caster sugar - 150ml milk - beaten egg for egg wash (optional)",• Preheat oven to 200 C (390 F).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1435688888050-SAADCE8LA7T85UDJBNMP/image-asset.jpeg
107,https://www.mymoroccanfood.com/home/orange-and-fennel-tagine-with-chicken,Orange and Fennel Tagine with Chicken ,What do you do when life hands you an orange and a fennel bulb?,Serves 4 to 6,"1kg whole chicken cut in pieces - 2 tablespoons olive oil - 3 onions, chopped (600g) - 2 large fennel bulbs - discard the stalks and the dill, sliced (600g)  - 100g raisins - 1 cup water (250ml)  - 1 orange, peel cut into strips and juiced - 1 red chilli pepper, seeded and chopped (if desired) - 4 garlic cloves, finely chopped - 1 ½ teaspoon salt or more to taste - 1 teaspoon ground coriander - 1 teaspoon ground turmeric - 1 teaspoon ground ginger - ½ teaspoon cumin","• In a large casserole warm the olive oil over medium high heat. Once the oil is warm, transfer the rest of the ingredients and lower the heat to low high (don't forget the orange juice). Stir gently, cover the casserole with a lid and let simmer for 40 minutes.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1435235986783-WQG34AO9TDDWTD527GA4/image-asset.jpeg
108,https://www.mymoroccanfood.com/home/2015/6/24/preserved-lemons,Preserved Lemons,"Preserved lemons are beautifully fragrant pickled lemon, their flavour is unique which makes them irreplaceable in Moroccan cuisine, where they are usually added to tagines and salads. ",INGREDIENTS ,5 lemons - 10 teaspoons salt - 150ml lemon juice,• Half the lemons lengthwise from their tops to within 2 cm on one side (stopping just short of the stem end) and repeat the same process on the opposite perpendicular side.,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1435141121273-FNUINVC5VOCXINH1RC8O/image-asset.jpeg
109,https://www.mymoroccanfood.com/home/2015/6/18/almond-honey-briouates-dairy-free-coconut-oil,Almond and Honey Briouate - Dairy Free (Coconut Oil),"Briouates are small stuffed pastries that are filled with savoury or sweet fillings such as meat, cheese or almond paste.",INGREDIENTS,"300g blanched almonds - 80g caster sugar - 2 tablespoons olive oil - 3 tablespoons orange blossom water, divided - 1 teaspoon cinnamon - 1 teaspoon salt - 20g coconut oil, solid (check notes for butter) - 20g coconut oil, melted (check notes for butter) - 200g filo pastry - 300g honey - Ground nuts or chopped dried fruits for decoration",• Preheat oven to 160 C (320 F).,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1434650910436-USHLO9U2MABNHVPBH7NJ/image-asset.jpeg
110,https://www.mymoroccanfood.com/home/harira-gluten-and-dairy-free,Harira - Gluten and Dairy Free ,"Harira is a velvety and chunky Moroccan soup made usually with tomatoes, herbs, pulses and meat, but like all the classics of Moroccan cuisine, every region and every family have their own version of harira. Some regions add fish or vermicelli while others add carrots and rice. ",INGREDIENTS ,"1 tablespoon olive oil - 300g braising beef or lamb, boneless, trimmed of excess fat and cut in 3 cm pieces (i.e. shoulder, neck fillet, beef shin, etc)  - 1 small onion (100g), finely chopped - 1 tablespoon chopped fresh parsley - 1 tablespoon tomato paste - 1 teaspoon ground turmeric - ½  teaspoon ground black pepper - ¼ teaspoon ground ginger - 1 ½ teaspoon salt or more to taste - Pinch saffron  - 70g dried chickpeas, soaked overnight and drained (or 140 gr canned chickpeas, drained) - 6 large tomatoes,grated - 100g celery, finely chopped - 80g green lentils - 3 tablespoons cornflour - 2 tablespoons chopped fresh coriander - Lemon wedges to serve ","• In a large casserole warm the olive oil over medium heat and add the meat, the onion and the spices. Leave for 5 to 10 minutes to lightly brown the meat and sweat the onions. Stir occasionally.",https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1434555047992-7GCB39WFXZBYVI0LKGIW/image-asset.jpeg
111,https://www.mymoroccanfood.com/home/sweet-potato-and-harissa-cashew-butter-salsa-taco,Sweet Potato and Harissa Cashew Butter Salsa Taco  ,"Moroccan taco, really?",INGREDIENTS,"500g sweet potatoes, cut in pieces (2 cm length - 1/2 cm thick)   - 2 onions, sliced (400 g) - 200ml vegetable or beef stock - Zest of 2 lemons  - 3 tablespoons lemon juice - 2 tablespoons fresh coriander roughly chopped - 1½ teaspoon ras el hanout - 1 teaspoon salt, ore more to taste",Cashew butter and harissa salsa,https://images.squarespace-cdn.com/content/v1/54d4153ce4b00c0e483c13a6/1434021817215-TFQJ7GIJ7STKSZORBYY6/image-asset.jpeg
