name,ingredients,instructions,preparation_time,cooking_time,,total_time,image_url,source
Ghoriba au beurre (behla),500 g de farine100 g de sucre glace2 cuillères à soupe de graines de sésame ou du zeste de citron1 pincée de sel1 verre à thé d’huile1 ½ verre à thé de beurre fondu1 sachet de levure pâtissière,"Mélanger, dans une terrine , la farine, le beurre fondu, l’huile, les graines de sésame, le sucre et la pincée de sel. Travaillez énergiquement pendant un bon moment.Couvrir et mettre au réfrigérateur pendant toute une nuit, ou si vous la préparez en matinée, cuire en fin de soirée.Préchauffez le four. Confectionnez des petites boules, les disposer séparément sur une tôle et enfourner. Bien surveiller la cuisson.",20 min,15 min,,35 min,,https://www.ptitchef.com//recettes/autre/ghoriba-au-beurre-behla-fid-556934
Rfissa au poulet,1 poulet coupé en morceau1/2 cuillère à café de gingembrequelques filament de safran1/2 de ras el hanoute ( facultatif)un verre à thé d'huileun verre de lentillesun demi verre de fenugrecun bouquet de coriandre et persil1/2 cuillère à café de smen1 kg de farineUne cuillère à café de selL'eau suffisante pour pétrir la pâte,"Dans un saladier, mettre les épices. Mélanger le tout, ajouter les morceaux de poulet et laisser mariner au frigo pendant 2 heures.Pendant ce temps,procéder à la préparation des Trids : Prenez la pâte de la même façon que les msemen que vous divisez en petites boules de la taille d'un noix vous les imbibez d'huile et laissez reposer quelques minutes.Aplatissez deux boules en imbibant les doigts avec de l'huile. Saupoudrez une pincée de semoule extra fine et superposez les deux boules afin de les aplatir avec les doigts pour obtenir un couche de pâte très fine.Chauffer une poêle, pour faire cuire la feuille de pâte sur les deux côtés, les trid doivent rester blanches, molles et transparentes.Une fois cuites,vous séparez les deux couches pour obtenir feuilles de Trid. Continuez ainsi jusqu'à épuisement de la pâte. Découpez les feuilles de Trid en rubans à l'aide de ciseaux et laisser de côté jusqu'au moment de la présentation finale du plat.Pour la sauce : Mettre les morceaux du poulet dans une faitout, ajouter l'huile le smen et les oignons coupés en lamelles.  Faites revenir pendant quelques minutes. Couvrir d'un litre d'eau et ajouter les lentilles, le fenugrec et le bouquet de coriandre et persil.Laisser cuire en surveillant régulièrement la quantité d'eau , ne pas hésiter à goûter la sauce pour ajuster l'assaisonnement. Avant de servir faite chauffer les Trid à la vapeur dans une couscoussière. Disposez les rubans du Trid dans un grand plat mettre les morceaux de poulet par dessus, arrosez généreusement de sauce afin que les rubans de Trid soit bien imprégnés.",20 min,30 min,,50 min,,https://www.ptitchef.com//recettes/plat/rfissa-au-poulet-fid-239245
"Sablé à la Noix de Coco ""Chahda"" Version2",125 g coco125 g du beurre500 g de farine125 g de sucre glacé1 verre d'huile1 vanille1 oeuf1/2 boite de fruits confit,"Préchauffez le four à 180°.Dans un saladier mettez la farine, le beurre ramolli, le sucre, coco, rajoutez les œufs, la vanille, l'huile, mélanger le tout jusqu'à obtenir une pâte.Dans une plaque allez au four.Faites des petites boulettes. Trempez le moule dans le sucre puis dans les boulettes.Mettez au four laisser cuire pendant 20 minutes.",30 min,20 min,,50 min,https://www.ptitchef.com//imgupl/recipe/sable-a-la-noix-de-coco-chahda-version2--md-168613p251894.jpg,https://www.ptitchef.com//recettes/autre/sable-a-la-noix-de-coco-chahda-version2-fid-181449
Boule de coco et lunettes à la confiture,350 g de farine2 oeufs175 g de sucre200 ml d'huile1/2 sachet de sucre vanille1 sachet de levure chimiqueenviron 300 g de confitureenviron 180 g de noix de coco1 pincé de sel,"Mélanger les œufs, le sucre, l'huile, le sucre vanille, la levure chimique, la farine et le sel.Travailler la pâte à la main jusqu'à obtention d'une pâte lisse.  Faire des petites boules de la taille d'une noisette.Les faire cuire au four sur du papier sulfurisé histoire que ça ne colle pas.Une fois que les gâteaux ont refroidis, faire chauffer dans une casserole la confiture, et verser dans une assiette la noix de coco.Tremper les gâteaux dans la confiture égalisé avec les mains et rouler dans la noix de coco.",15 min,20 min,,35 min,,https://www.ptitchef.com//recettes/autre/boule-de-coco-et-lunettes-a-la-confiture-fid-137142
Tagine de viande aux oignons et amandes,800 gr d'épaule d'agneau3 pincées de safran en poudrehuile150 g d'amandes émondées1 kg d'oignons coupés en fines lamelles1 bouquet de persil haché2 pincée de selpoivre,"Tremper les amandes émondées une nuit dans de l'eau. Couper la viande en morceau de 100 g.Faire revenir la viande avec sel, poivre, 2 pincées de safran et la moitié des oignons dans l'huile.Couvrir d'eau d'amande et cuire 50 minutes.Retirer la viande et réserver.  Mettre le reste des oignons dans la sauce au fond de la cocotte avec le persil, une pincée de sel et une de safran.Bien mélanger et faire cuire à découvert les oignons, ils devront rester un peu fermes.La sauce doit être assez épaisse.  Remettre la viande et réchauffer l'ensemble.Décorer avec les amandes que vous faites dorer dans un peu d'huile.  Servir très chaud.",20 min,60 min,,80 min,,https://www.ptitchef.com//recettes/plat/tagine-de-viande-aux-oignons-et-amandes-fid-66580
Boulettes de boeuf au riz et safran,"500 g de viande hachée150 g de riz2 tasses de bouillon1 à 2 tomates1 gros oignon quelques branches de persil plat haché¼ de cuillère à café de filaments de safranhuile d' -oliveSel, poivre, gingembre","Déposez la viande hachée dans un récipient, lui ajouter le persil émincé, 100 g de riz, un peu de poivre, et le sel. Bien mélanger la préparation et en façonner des boulettes de taille d'abricot.Faites revenir l'oignon hachée dans l'huile d'olive pour les faire caraméliser y ajouter les boules de viande que vous aller faire revenir à leur tour quelques instants jusqu'à ce qu'il prennent une couleur dorée.Ajoutez le persil, les épices (poivre, gingembre, sel et safran), la tomate pelée, le bouillon ainsi que les 50 g de riz restante.Laissez cuire le tout 15 à 20 minutes sur feu doux. A la fin de la cuisson le bouillon doit être presque totalement absorbé. Servez aussitôt.",10 min,25 min,,35 min,https://www.ptitchef.com//imgupl/recipe/boulettes-de-boeuf-au-riz-et-safran--md-95402p138087.jpg,https://www.ptitchef.com//recettes/plat/boulettes-de-boeuf-au-riz-et-safran-fid-58094
Petits four au chocolat,Deux oeufsUn verre dhuileUn demi verre de lait fraisUn verre de sucre semouleUn sachet de maïzenaUn sachet de levure chimiqueZeste dun citronFarine selon nécessité250 g de chocolat pâtissier,"Tout simplement mettre tous les ingrédients dans une terrine et bien mélanger et ajouter la levure+maïzena, tamiser puis mettre la farine tamisé aussi peu à peu jusqu'à obtenir un pâte homogène bien lisse et ferme.Faire des petites boulettes ovale et placer les sur une plaque de four huilé.Presser la surface de chaque gâteau avec une fourchette.Enfourner au four préalablement préchauffé a 200 °.Surveiller la cuisson.Décorer vos gâteaux avec du chocolat fondu selon votre goût.",15 min,15 min,,30 min,,https://www.ptitchef.com//recettes/gouter/petits-four-au-chocolat-fid-178740
Tajine aux pruneaux de Rachida Amhaouche et rappel,1 kg de viande de veau (mouton)2 oignons hachés1/4 verre à thé d'huile d'olivedu sel1/2 cuillère à café de poivre1/2 cuillère à café de gingembre1 peu de safran colorantquelques pistils de safran de chez épices du web(clik)4 gousses d'ail écraséesde l'eau250 g de pruneaux sec2 cuillères à soupe de sucre semoule1 cuillère à café de beurre1/2 cuillère à café de cannelle en poudre1 cuillère à soupe de graine de sésame100 g d'amandes mondées et grillées,"Sur feux doux, cuire la viande, les oignons et l'ail. Assaisonnez d'épices et de sel en remuant. N'oubliez pas les pistils de safran.Ajouter 1 l et quart d'eau, couvrir et laisser mijoter jusqu'à que la viande soit cuite (pendant 40 minutes). La sauce va réduire, elle servira de jus pour servir le tajine.Pour confire les pruneaux, les pocher et les égoutter puis disposer dans une casserole sur feu doux. Ajouter le sucre, la cannelle, et le beurre. Laisser confire en remuant durant 10 minutes environ.Servir chaud décorer d'amandes grillées et de graines de sésames.",10 min,55 min,,65 min,https://www.ptitchef.com//imgupl/recipe/tajine-aux-pruneaux-de-rachida-amhaouche-et-rappel--md-302029p493410.jpg,https://www.ptitchef.com//recettes/plat/tajine-aux-pruneaux-de-rachida-amhaouche-et-rappel-fid-411998
"Brochettes de foie ""Boulfaf de l'Aid el kebir""",1 foie de mouton1 crépine fine de moutoncuminSel,"Faire griller le foie des deux faces sur un barbacoa. Le découper en tranches puis le remettre à griller sur le feu.Une fois les tranches de foie grillées, détailler en morceaux moyens.Dans un récipient, mélanger le cumin avec le sel.Enduire les morceaux de foie grillés de ce mélange d'épices.Découper la crépine en longues bandelettes.Envelopper les morceaux de foie dans les morceaux de crépine puis les enfiler sur les broches.Faire griller sur feu. Servir les brochettes de boulfaf chaudes accompagnées de pain et de thé.",15 min,5 min,,20 min,https://www.ptitchef.com//imgupl/recipe/brochettes-de-foie-boulfaf-de-l-aid-el-kebir--md-170630p254752.jpg,https://www.ptitchef.com//recettes/autre/brochettes-de-foie-boulfaf-de-l-aid-el-kebir-fid-184315
Bricks Crevettes pommes de terre,1 paquet de bricks1 grosse pomme de terre1 oignon400 g de crevettes roses fraîches du poissonniersel/poivreUn tout petit peu de gruyère râpé1 Oeuf,"Commencer par couper les pommes de terre en petit cubes et les faire cuire à l'eau bouillante.Décortiquer et laver les crevettes roses.Émincer l'oignon.Dans un petit saladier, écraser les pommes de terre en purée, rajouter les crevettes coupées en petit morceaux ainsi que l'oignon et parsemer de gruyère râpée.Confectionner des triangles avec les feuilles de bricks.Faire dorer les bricks quelques minutes en position grill de votre four.",20 min,20 min,,40 min,,https://www.ptitchef.com//recettes/entree/bricks-crevettes-pommes-de-terre-fid-107020
Longe d'espadon grillée,Longe d'espadon de 700 g env.1 oignon râpé.1 petit bouquet depersil et de coriandre hachés finement.2 gousses d'ail pilées.1/2 cc de cumin moulu.1/2 cc de paprika.5 cl d'huile d'olive.5 cl de jus de citron.Sel et Poivre.,Faites mariner le poisson pendant 1 heure minimum au fraisLe poêler ou de le cuir sur le feu du charbon.,4 min,5 min,,9 min,,https://www.ptitchef.com//recettes/autre/longe-d-espadon-grillee-fid-136920
Ghouriba traditionnelle,500 g de farine T 45100 g de sucre glace1 sachet de levure chimique1 sachet de sucre vanille7 g levure boulangèreUne cuillère à café de vinaigreUne pincée de sel1 cuillère à café de cannelle60 g de graines de sésame moulues10 g de sésame en graine125 g de beurre fondu180 ml d'huile,"Mélangez tout les ingrédients, travaillez la pâte au moins 20 minutes pour qu?elle soit bien homogène.Formez des boules de taille moyenne, que vous posez sur la plaque du four préalablement habillée du papier sulfurisé. Vérifiez s' il y a assez d'espace entre les boules.Enfournez à 150 ° et surveillez la cuisson. ( commencez par allumer le haut jusqu'a que les fissures commencent à se dessiner à la surface du gâteau, puis vous allumez le bas du four)",20 min,25 min,,45 min,https://www.ptitchef.com//imgupl/recipe/ghouriba-traditionnelle--md-94431p136322.jpg,https://www.ptitchef.com//recettes/autre/ghouriba-traditionnelle-fid-56898
MA DAFINA !!!!!,"250 g de riz250 g de blé1,5 kg de viande500 g de poids chiches6 à 8 oeufs1,5 kg de pommes de terres2 à 3 os a moelle1 morceaux de pied6 datteshuileeaupaprika douxcurcumaselpoivremiel","La veille: Faire tremper les poids chiches dans un grand bol d'eau et les laissé toute la nuit. Le lendemain: Faites un mélange avec de l'huile et du paprika. Pour cela munissez vous d'un petit bol dans lequel cous mélangerez un verre d'huile avec du paprika.Pelez les pommes de terres. Faites mariner les pommes de terres dans 3 cuillères à soupe du mélange rouge, une cuillère à soupe de miel du sel et du poivre.  Mélangez et laissez reposer. Faites mariner la viande.  Pour cela prenez la viande et mettez la dans un bol.  Badigeonnez la viande de 4 à 5 cuillères à soupe du mélange rouge, de sel de poivre et d'une cuillère à soupe de miel.  Laissez reposer.Égouttez les poids chiches,et mettez les au fond de la marmite avec 3 cuillère à soupe du mélange rouge, une cuillère à soupe de miel du sel du poivre. Mélangez et placez y 4 dattes Rincez le riz et mettez le dans un sachet de cuisson, rajoutez l'eau en fonction des indications du paquet.Ajoutez une cuillère à café de curcuma du sel du poivre, et un morceau de viande puis mélangez. Refermez le sachet en faisant un nœud. Préparez le blé.  Fait précuire une demi heure avec un morceau de viande 3 cuillère à soupe de mélange rouge 1 à 2 gousses d'ails du sel et du poivre et de l'eau au bout de ce temps , prenez un sachet de cuisson, percez le à plusieurs endroits à l'aide d'une aiguille et versez y le blé. Refermez le sachet en faisant un nœud tout en veillant à laissez l'espace suffisant pour que le blé puisse gonfler.Mettez au dessus des poids chiches sur le coté gauche la viande avec sa marinade , les os a moelle ,le pied 1 datte et une tête d'ail. Prenez le sachet de riz et placez le sur les pommes de terres. Prenez le sachet de blé et placez le sur la viande.Faites précuire les œufs pendant 4 minutes puis mettez les dans un sachet percez et refermez le. Placez le au dessus de tout. Ajoutez de l'eau jusqu'au niveau des œufs et mettez la marmite sur la plaque de cuisson.Faites chauffer jusqu'à ébullition puis placez la marmite sur la plata de chabath. Et voilà vous n'avez plus qu'à couvrir la marmite d'une couverture et attendre jusqu'au lendemain après midi en vérifiant de temps en temps le niveau d'eau.",20 min,35 min,,55 min,,https://www.ptitchef.com//recettes/plat/ma-dafina-fid-233147
GHORIBA A LA NOIX DE COCO (choumicha),100 g cacahuète moulu100 g de noix de coco moulu100 g de grains de sésame grillé et moulu100 g de sucre3 oeufs50 g de semouleZeste de citronVanille½ paquet de levure,"Dans une casserole mettrez les œufs et le sucre sur feux doux.En remuant juste qu'à fondement du sucre et sa couleur deviens doré.Verser dans une cuvette et ajouter la noix de coco, le zeste de citron, la vanille, la levure, les cacahuètes moulu, les grains de sésame bien mélanger le tout et mettre au réfrigérateur 2 heures.Former des boulettes puis les passer dans le sucre glace.Mettre dans un plateau couver de papier sulfurisé.Mettre au four moyen 15 minutes environ.",12 min,15 min,,27 min,,https://www.ptitchef.com//recettes/autre/ghoriba-a-la-noix-de-coco-choumicha-fid-898045
Salade colorés de poivrons grillés,4 gros poivrons de couleurs différentes (5 ou 6 s'ils sont de petite taille)1 grosse tomate1/2 cuillère à café de sel fin1 cuillère à café de cumin1/2 cuillère à café de poivre1 gousse d'ail5 cuillères à soupe d'huile d'olive,"Préchauffer le four à 240°C et y faire griller les poivrons.Une fois bien grillés sur toutes les faces, les enfermer dans un sac en plastique ou dans du papier aluminium pour pouvoir enlever la peau facilement ensuite. Laisser refroidir.Peler et épépiner la tomate et la couper en cube. Écraser la gousse d'ail ou la couper le plus fin possible.Enlever la peau et les graines des poivrons, les rincer éventuellement. Les couper en lanières.Dans un saladier, mélanger les lanières de poivrons, les cubes de tomates, l'ail, les épices et l'huile d'olive.",10 min,7 min,,17 min,,https://www.ptitchef.com//recettes/aperitif/salade-colores-de-poivrons-grilles-fid-113207
Les Truffes aux amandes et au chocolat,250 g Corn flakes moulu en poudre250 g Chocolat noire fondu100 g Cacahuètes grillées hachées de la poudre d'amande1 Verre lait100g Noix de coco  des amandes concassés et de la poudre de cacao pour décoration,Mélangez la poudre du corn flakes avec la poudre d'amande.Ajoutez le chocolat fondu au bain marie et du lait.Mélangez bien et laisser reposer 30 minutes dans le réfrigérateur.Formez des boulettes de la taille d'un noix et faites passer dans des amandes concassés et d'autre dans la poudre de cacao et mettez dans des caissettes.,30 min,20 min,,50 min,https://www.ptitchef.com//imgupl/recipe/les-truffes-aux-amandes-et-au-chocolat--md-74633p102448.jpg,https://www.ptitchef.com//recettes/dessert/les-truffes-aux-amandes-et-au-chocolat-fid-23601
Tajine de bar aux oignons et aux tomates,2 oignons hachés4 cuillères à soupe d'huile d'olive3 tomates pelées et découpées en petits morceaux1/2 cuillère à café de cannelle en poudre1/2 cuillère à café de coriandre sèche moulue1/2 cuillère à café de cumin1/2 cuillère à café de curcumaquelques pistils de safran purdu sel4 poissons de taille moyenne1 cuillère à soupe de citron confit en dès1 cuillère à soupe de persil haché1 bol d'olives vertes dénoyautées,"Dans une poêle sur feu doux, faire revenir l'oignon dans l'huile. Ajouter les tomates, la cannelle en poudre, la coriandre sèche, le cumin, le curcuma, le safran pur et le sel. Remuer jusqu'à homogénéisation des ingrédients et évaporation du jus.Ajouter le poisson sur la sauce et couvrir. Laisser cuire pendant 20 minutes. Avant la fin de la cuisson de 5 minutes, ajouter le citron confit, le persil haché et les olives vertes. Servir chaud.",10 min,25 min,,35 min,,https://www.ptitchef.com//recettes/plat/tajine-de-bar-aux-oignons-et-aux-tomates-fid-195157
Gâteaux au dattes et cannelle,1 oeufUn demi verre à thé de beurre fonduUn demi verre à thé dhuileun demi verre à thé de sucre semouleUn sachet de levure chimique1 cuillère à soupe de cannelle100 g de dattes dénoyautées et coupées finement100 g de sucre semoule,"Dans une terrine, mettre l'œuf,le beurre, lhuile,le sucre et la cannelle, bien mélanger , ensuite mettre les dattes bien coupées finement, et la farine+levure chimique tamisé.La pâte doit être consistante.Faire des petites boules, sou poudrer la surface de chacune avec du sucre semoule et les presser avec lemporte pièce (voire la photo).Sinon faire des traits verticaux et horizontaux.Enfourner dan un four préalablement préchauffer à 180 °.Surveiller la cuisson jusqu'à ce que les gâteaux soient dorés.",15 min,30 min,,45 min,https://www.ptitchef.com//imgupl/recipe/gateaux-au-dattes-et-cannelle--md-150403p224911.jpg,https://www.ptitchef.com//recettes/dessert/gateaux-au-dattes-et-cannelle-fid-149307
Caviar de poivron vert,"1 grand poivron vert grillé1 tomate épluchée , épépinée, coupée en dés.2 c a s d'huile d'olive.Cumin en poudre.Sel et poivre.","Dans une poêle faites revenir la tomate dans l'huile d'olive salez et poivrez, laissez cuir environ 5 minutes sur feu doux.Ajoutez le poivron coupé en dés et le cumin. Laissez sur le feu encore 2 minutes .Servez cette entrée chaude ou froide .",6 min,7 min,,13 min,,https://www.ptitchef.com//recettes/plat/caviar-de-poivron-vert-fid-136916
Quelques entrées marocaines pour l'été,2 belles aubergines2 tomates moyennes ou une petite boite de tomates concassées1 gousse d'ail2 cuillère à soupe de jus de citronHuile d'olivePaprikaCuminSelPoivreun peu de persil frais pour servir4 tomates moyennes3 poivrons verts1 gousse d'ailHuile d'olive2 cuillères à soupe de jus de citronun peu de persil fraisSelPoivre500 g de carottes1 cuillère à soupe de sucre en poudre2 pincée de cannelle en poudrele jus d'1 citron4-5 belles oranges à jus1 filet d'huile d'olive,"1) Zaalouk ou Salade d'aubergines : Laver les aubergines et les éplucher en laissant une lanière de peau sur deux. Les couper en petits dés et les mettre dans un faitout avec un peu de sel. Couvrir d'eau et faire cuire à couvert pendant 20 minutes. Égouttez en pressant un peu avec la main et mettre dans une sauteuse avec 1 cuillère à soupe d'huile d'olive, les tomates épépinées et coupées en dés ou la petite boite de tomate concassée. Mettre les épices et l'ail haché.Continuer la cuisson en écrasant les morceaux d'aubergines jusqu'à évaporation complète de l'eau. Remuer de temps en temps. Verser le jus de citron. Laisser refroidir avant de déguster. Déposer un peu de persil ciselé sur le dessus.2) Salade de tomates & poivrons cuits : Mettre les poivrons sur le feu ou sous un grill et faire griller environ 10 minutes de tous les côtés, jusqu'à ce qu'ils noircissent. Les mettre dans une poche plastique, fermer et attendre qu'ils refroidissent. Peler les tomates et les épépiner, les couper en petits morceaux.Mettre les tomates et les poivrons dans une sauteuse, ajouter les épices, l'huile d'olive, le persil ciselé et l'ail haché. Laisser mijoter, environ 15 minutes, sur feu moyen en remuant de temps en temps, jusqu'à évaporation de la sauce. Verser le jus de citron.Vous pouvez ajouter un demi oignon frais coupé très fin quand la salade est froide et mélanger délicatement.3) Salade de carottes & jus d'orange à la cannelle : Râper finement les carottes. Les arroser du mélange sel, jus de citron, sucre, cannelle, huile, puis mélanger. Presser les oranges. Verser sur le mélange précédent. Il faut que le jus recouvre bien le mélange. Servir frais dans des petits bols.Vous pouvez remplacer la cannelle par 1 cuillère à soupe d'eau de fleur d'oranger.",15 min,48 min,,63 min,https://www.ptitchef.com//imgupl/recipe/quelques-entrees-marocaines-pour-l-ete--md-110595p164026.jpg,https://www.ptitchef.com//recettes/entree/quelques-entrees-marocaines-pour-l-ete-fid-83668
"Tajine de poulet au citron confit, olives et romarin",1 poulet fermier coupé en 41 ½ citrons confits1 cuillère à café de romarin1 oignon1 poignée d'olives vertes ou mauves4 gousses d'ailhuile d'olivesafrancurcuma ou épices à poulet1 noix de gingembre1 cuillère à café d'anis en grains1 cube de volaille (+ sel si nécessaire)1 cuillère à café de maïzena,"Dans un cocotte en fonte, faire revenir l'oignon et l'ail écrasé dans l'huile d'olive.Ajouter les morceaux de poulet (sans peau) et les faire dorer.Couper les citrons en 2 et disposer les morceaux aux quatre coins de la cocotte.Ajouter les épices (safran , curcuma ou épices à poulet), gingembre, anis.Laisser mijoter quelques instants ainsi avant de mouiller à mi-hauteur avec le bouillon de volaille.Ajouter le romarin et laisser cuire à feu doux et couvert pendant 1 h.Mettre la poignée d'olives dans la sauce et rectifier l'assaisonnement.Diluer la maïzena dans un petit verre d'eau et l'ajouter à la sauce.Laisser épaissir et poursuivre la cuisson encore 20 minutes.Servir bien chaud accompagné de pain traditionnel marocain à la semoule.",20 min,60 min,,80 min,,https://www.ptitchef.com//recettes/plat/tajine-de-poulet-au-citron-confit-olives-et-romarin-fid-742055
"Tagine d'haricots verts (champignons, poulet, citron confit)","2 Blancs de poulet (on peut mettre des cuisses ou autre)Des haricots verts (surgelés)une poignée d'olives vertesUne petite boîte de champignons1 petit citron confitPersil, Coriandre, ou 4 gousses d'ail1 oignonépices : 1 cuillère à café de gingembre, 1 pointe de cannelle, 1 cuillère à café de curcuma, 1 cuillère à café de ras el hanout, sel et poivre","Mixer le persil, la coriandre, l'ail et l'oignon.Faire revenir ce mélange dans un peu d'huile d'olive.Au bouts de quelques minutes, ajouter les champignons puis les blanc de poulet et faire légèrement dorer sur les deux faces. Ajouter les épices, bien remuer et couvrir d'eau.Mettre les haricots vert et rajouter un peu d'eau si nécessaire.Réserver l'autre moitié pour la déco.En fin de cuisson ajouter les olives. Déguster accompagné de bon pain.",10 min,30 min,,40 min,https://www.ptitchef.com//imgupl/recipe/tagine-d-haricots-verts-champignons-poulet-citron-confit--md-162266p243245.jpg,https://www.ptitchef.com//recettes/plat/tagine-d-haricots-verts-champignons-poulet-citron-confit-fid-173555
Tajine de poulet aux carottes,"1 poulet de 1,3 kg1 oignon émincé1 gousse d'ail émincée5 cl d'huile de tournesol1 cuillère à café de gingembre1 cuillère à café de curcuma1 cuillère à café de poivre blanc et noir mélangés1 petit bouquet de coriandre25 cl d'eau2 cuillères à  soupe de jus de citron1 demi citron confit","Gratter les carottes et les détailler en tronçons.Détailler le poulet en 8 morceaux, les disposer dans une marmite sur feu moyen.Ajouter l'huile et l'oignon. Faire revenir tous ces ingrédients jusqu'à ce que l'oignon devienne translucide. Ajouter l'ail, les épices, le bouquet de coriandre et l'eau.Couvrir et laisser mijoter pendant 20 minutes.Ajouter les carottes et continuer la cuisson pendant 10 minutes. Arroser avec le jus de citron puis retirer du feu.Servir le poulet garni de carottes, des olives avec le citron confit et nappé de sauce.",10 min,30 min,,40 min,https://www.ptitchef.com//imgupl/recipe/tajine-de-poulet-aux-carottes--md-319172p519304.jpg,https://www.ptitchef.com//recettes/plat/tajine-de-poulet-aux-carottes-fid-450206
Couscous d'orge aux 7 légumes,450 d'orge2 cas de l'huileselViande200 g pois chiches3 courgette1 pomme de terre1 patate douce5 carottes1 slawi2 courgette1 aubergine1 oignonssafran1 bouquet de coriandrel'huile d'olivesel1 c à café du poivre1 c à café de gingembre,"Découper la viande en morceaux.  Les mettre dans un cocotte à couscous. Ajouter les oignons coupés en morceaux, le safran, le gingembre, le sel, le poivre, coriandre et persil et les pois chiches mis à tremper depuis la veille.Porter à ébullition et laisser cuire à petits bouillons pendant une heure.  Laver et couper tous les légumes, ajouter tout les légumes fermer le cocotte et laisser cuire 15 minutes.Mettre le couscous dans un grand plat large huilé, salé. Mettre la semoule d'orge dans le panier du couscoussier et le poser sur la marmite.Dès que la vapeur traverse la semoule d'orge, la remettre dans le saladier, verser dessus un peu d'eau tiède, mélanger et détacher les grains avec la main ou une louche.Mettre la semoule d'orge pour cuire la 2 ème fois 30 minutes. Ainsi de suite pour la 3 èmeQuand la semoule est cuite, Creuser un puits au centre de la semoule et y disposer les légumes et les viandes.  Présenter le bouillon à part dans une soupière.",25 min,45 min,,70 min,https://www.ptitchef.com//imgupl/recipe/couscous-d-orge-aux-7-legumes--md-154740p231214.jpg,https://www.ptitchef.com//recettes/plat/couscous-d-orge-aux-7-legumes-fid-157625
Gâteaux roulés aux amande et miel,500 g de feuilles de bricks (warka dial basstilla)500 g damandeUn cuillère à soupe de cannelleUn oeufMielBeurre,"Faire blanchir les amandes puis les faire frire a lhuile et les haché avec un blondeur sans les rendre comme une poudre.Sur le plan de travail placer les feuille de brick et former un rectangle en les plaçant lun a coté de lautre, badigeonner votre rectangle avec un œuf battu puis sou poudrer les avec les amandes et un peu de cannelle. Rouler les feuilles de brick pour former un boudin.Couper le boudin en rondelles et placer les sur un plaque de four. Beurrer les rondelles et les enfourner a four préalablement préchauffé à 200 °. Quant vos gâteaux serons cuit arroser les de miel.",15 min,30 min,,45 min,,https://www.ptitchef.com//recettes/dessert/gateaux-roules-aux-amande-et-miel-fid-178741
Cervelle à la sauce tomate,2 cervelles de veau2 c à café de piment doux1/2 c à café piment fort (facultatif)4 gousses d'ail écrasées1/2 verre d'huile d'olive4 tomates râpéesune pincée de poivredu sel2 c à soupe de persil coupée fin1 à 2 feuilles de laurier1 c à café de concentré de tomate,Bien laver la cervelle dans de l'eau salée à laquelle on ajoute une c à café de vinaigre.  Ôter la membrane qui les enveloppe et rincer à l'eau.Mettre touts les ingrédients dans une casserole ou tajine .  Laisser mijoter un peu puis mettre les cervelle coupées en deux et ajouter de l'eau.Couvrir et laisser cuire sur feu doux une demi heure environLaisser réduire pour obtenir une sauce bien onctueuse. Servir chaud.,10 min,30 min,,40 min,https://www.ptitchef.com//imgupl/recipe/cervelle-a-la-sauce-tomate--md-157390p235628.jpg,https://www.ptitchef.com//recettes/plat/cervelle-a-la-sauce-tomate-fid-166662
"Tajine de poulet ""Essaouira""",4 cuisses de poulet avec le haut ou un petit poulet coupé10 oeufs1 oignon émincé1/2 botte de persil plat émincé1/2 botte de coriandre émincée2 gousses d'ail1  cuillère à café de citron confit (ou plus selon le goût)1 bâton de cannelle1 cuillère à café de Rass El Hanout1/2 à 1 cuillères à café de gingembre moulu1/2 à 1 cuillères à café de curcuma mouluPoivre noir et sel2 cuillères à soupe d'huile d'olive,"Dans un tajine ou une sauteuse, faire chauffer l'huile et y faire suer l'oignon et l'ail.Ajouter le poulet, le persil, la coriandre, le citron confit ainsi que les épices, puis mélanger pour bien faire imprégner les saveurs.Faire dorer à souhait puis arroser d'un grand verre d'eau de manière à couvrir à mi-hauteur le poulet.Fermer et laisser cuire 30 minutes en surveillant la cuisson et le bouillon, n'hésitez pas à arroser de très peu d'eau au fur et à mesure.Dans un grand bol, battre les œufs en omelette, saler légèrement.Verser sur le poulet en veillant à en disposer partout.Réduire le feu et laisser cuire 10 minutes.Le tajine doit être doré et bien pris.Servir avec du pain.",20 min,35 min,,55 min,,https://www.ptitchef.com//recettes/plat/tajine-de-poulet-essaouira-en-demonstration-pour-le-pari-fermier-2010-fid-1136027
Boulettes d'Agneau aux amandes,300 g de viande d'agneau hachée1 oignon1/2 bouquet de coriandre30 g de poudre d'amandeéteuf1/2 cuillère à café de cumin1/2 cuillère à café de piment rouge1/2 cuillère à café de cannellefarine de châtaigne1 cube de bouillon de boeufselpoivrehuile d'oliveamandes effilées (pour la présentation),"Faire mariner (la veille de préférence) la viande avec les épices et la coriandre.Dans une cocotte en fonte, faire revenir longuement l'oignon émincé dans de l'huile d'olive puis verser le bouillon (faible volume).Prendre la viande hachée marinée et y incorporer la poudre d'amande ainsi que l’œuf battu.Malaxer, former les boulettes et les rouler dans la farine.Plonger celles-ci dans le bouillon réduit et ajouter à nouveau une pincée de cumin, de cannelle et de piment.Laisser mijoter jusqu'à obtenir une sauce onctueuse (environ 30 minutes).Dresser les boulettes recouvertes de sauce et parsemer d'amandes effilées.",12 min,30 min,,42 min,,https://www.ptitchef.com//recettes/plat/boulettes-d-agneau-aux-amandes-fid-1089406
